Firename_year,Fire_year_month,Fire_year,Region,Ranger_unit,Ranger_unit2,FIRE_NAME,Start,Contained,DPA,CDF_acres_burned,Other_acres_burned,Veg_type,Cause,Destroyed_structures,Incident_number,National_forest,County,County2,County3,Fire_name2,DPA2,Damaged_structures,Firefighter_fatalities,Civilian_fatalities,Start_month
RICCO CABEU002665_2006,RICCO CABEU002665_2006_7,2006,Sierra,San Benito-Monterey,NA,RICCO CABEU002665,2006-07-22,2006-07-27,CDF,14506,1700,WB,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
ALPAUGH_2006,ALPAUGH_2006_5,2006,Sierra,Tulare,NA,ALPAUGH,2006-05-27,2006-05-27,LOCAL,0,0,G,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
KERN 19 COTTONWOOD_2006,KERN 19 COTTONWOOD_2006_8,2006,Sierra,Tulare,NA,KERN 19 COTTONWOOD,2006-08-06,2006-08-06,OTHER,0,2500,G,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,8
PEDRO_2006,PEDRO_2006_7,2006,Sierra,Tuolumne-Calaveras,NA,PEDRO,2006-07-03,2006-07-05,CDF,2000,0,GB,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
DIABLO /T7 T8/COM4 T1_2007,DIABLO /T7 T8/COM4 T1_2007_1,2007,San Luis Obispo,NA,NA,DIABLO /T7 T8/COM4 T1,2007-01-14,2007-01-16,NA,332,0,T,Misc,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
LITTLE 5_2007,LITTLE 5_2007_3,2007,Fresno-Kings,NA,NA,LITTLE 5,2007-03-22,2007-03-23,NA,300,0,NA,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3
RIVER DAY ASSTMT RVCTAC1_2007,RIVER DAY ASSTMT RVCTAC1_2007_4,2007,Riverside,NA,NA,RIVER DAY ASSTMT RVCTAC1,2007-04-28,2007-04-29,NA,0,448,B,Unidentified,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4
DAWSON-RRU2TAC22_2007,DAWSON-RRU2TAC22_2007_5,2007,Riverside,NA,NA,DAWSON-RRU2TAC22,2007-05-08,2007-05-09,NA,990,0,GB,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5
BROKEOFF_2007,BROKEOFF_2007_5,2007,Shasta-Trinity,NA,NA,BROKEOFF,2007-05-21,2007-05-21,NA,100,0,T,Unidentified,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5
HONEY IC TAC 9_2007,HONEY IC TAC 9_2007_5,2007,Butte,NA,NA,HONEY IC TAC 9,2007-05-22,2007-05-28,NA,726,0,T,Misc,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5
F#88 SHANNON INC_2007,F#88 SHANNON INC_2007_6,2007,Tulare,NA,NA,F#88 SHANNON INC,2007-06-03,2007-06-04,NA,2140,0,GB,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
INKOPAH_2007,INKOPAH_2007_6,2007,San Diego,NA,NA,INKOPAH,2007-06-05,2007-06-06,NA,1500,0,B,Unidentified,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
PINE_2007,PINE_2007_6,2007,Lassen-Modoc,NA,NA,PINE,2007-06-23,2007-06-23,NA,314,0,BG,Debris Burning,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
MERIDIAN AV LUCERNE_VALL_2007,MERIDIAN AV LUCERNE_VALL_2007_7,2007,San Bernardino,NA,NA,MERIDIAN AV LUCERNE_VALL,2007-07-05,2007-07-06,NA,467,0,B,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7
POWER_2007,POWER_2007_7,2007,Shasta-Trinity,NA,NA,POWER,2007-07-10,2007-07-12,NA,776,0,B,Unidentified,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7
TAR_2007,TAR_2007_8,2007,Fresno-Kings,NA,NA,TAR,2007-08-10,2007-08-19,NA,5644,0,W,Arson,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8
GOLDEN_2007,GOLDEN_2007_8,2007,Tuolumne-Calaveras,NA,NA,GOLDEN,2007-08-16,2007-08-17,NA,66,0,T,Vehicle,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8
80_2007,80_2007_8,2007,Nevada-Yuba-Placer,NA,NA,80,2007-08-22,2007-08-24,NA,88,0,T,Misc,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8
AVENUE 26/ROAD 19 5_2007,AVENUE 26/ROAD 19 5_2007_8,2007,Madera-Mariposa,NA,NA,AVENUE 26/ROAD 19 5,2007-08-23,2007-08-23,NA,0,50,T,Unidentified,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8
LICK_2007,LICK_2007_9,2007,Santa Clara,NA,NA,LICK,2007-09-03,2007-09-15,NA,47760,0,B,Debris Burning,24,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9
COLINA SUP6_2007,COLINA SUP6_2007_9,2007,Riverside,NA,NA,COLINA SUP6,2007-09-10,2007-09-11,NA,388,0,B,Equipment use,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9
ANGEL 3_2007,ANGEL 3_2007_9,2007,San Diego,NA,NA,ANGEL 3,2007-09-15,2007-09-21,NA,837,0,B,Campfire,24,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9
WHITMORE 3_2007,WHITMORE 3_2007_10,2007,Shasta-Trinity,NA,NA,WHITMORE 3,2007-10-09,2007-10-09,NA,44,0,T,Equipment use,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10
HARRIS 2_2007,HARRIS 2_2007_10,2007,San Diego,NA,NA,HARRIS 2,2007-10-21,2007-11-09,NA,90440,0,B,Human,729,NA,NA,NA,NA,NA,NA,NA,NA,0,1,10
WITCH_2007,WITCH_2007_10,2007,San Diego,NA,NA,WITCH,2007-10-21,2007-10-31,NA,197990,0,BGT,Equipment use,1735,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10
RICE_2007,RICE_2007_10,2007,San Diego,NA,NA,RICE,2007-10-22,2007-11-05,NA,9472,0,G,Misc,493,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10
POOMACHA_2007,POOMACHA_2007_10,2007,San Diego,NA,NA,POOMACHA,2007-10-23,2007-11-11,NA,49410,0,B,Structure,229,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10
GRADE_2007,GRADE_2007_12,2007,San Luis Obispo,NA,NA,GRADE,2007-12-03,2007-12-06,NA,0,97,T,Misc,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,12
ZACA_2007,ZACA_2007_7,2007,NA,NA,NA,ZACA,2007-07-04,NA,NA,240207,0,NA,Human,1,NA,NA,Santa Barbara,NA,NA,NA,NA,NA,0,0,7
BLUFF_2008,BLUFF_2008_3,2008,NA,San Bernardino,NA,BLUFF,2008-03-16,2008-03-20,CDF,680,NA,BG,Campfire,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3
COLYEAR_2008,COLYEAR_2008_5,2008,NA,Tehama-Glenn,NA,COLYEAR,2008-05-06,2008-05-09,CDF,1331,NA,B,Debris,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5
AVOCADO_2008,AVOCADO_2008_5,2008,NA,Fresno-Kings,NA,AVOCADO,2008-05-20,2008-05-21,CDF,1100,NA,G,Equipment Use,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5
GATOS_2008,GATOS_2008_5,2008,NA,Fresno-Kings,NA,GATOS,2008-05-22,2008-05-22,CDF,331,NA,G,Misc,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5
SUMMIT_2008,SUMMIT_2008_5,2008,NA,Santa Clara,NA,SUMMIT,2008-05-22,2008-06-15,CDF,4270,NA,T,Unidentified,91,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5
JOHNSON VMP_2008,JOHNSON VMP_2008_5,2008,NA,Riverside,NA,JOHNSON VMP,2008-05-28,2008-05-29,CDF,424,NA,G,"Debris, veg burn",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5
85_2008,85_2008_6,2008,NA,Sonoma-Lake-Napa,NA,85,2008-06-05,2008-06-05,CDF,322,NA,G,Equipment Use,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
PINE_2008,PINE_2008_6,2008,NA,Sonoma-Lake-Napa,NA,PINE,2008-06-10,2008-10-14,CDF,989,NA,BG,Unidentified,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
LAGRANGE_2008,LAGRANGE_2008_6,2008,NA,Tuolumne-Calaveras,NA,LAGRANGE,2008-06-10,2008-06-12,CDF,1346,NA,G,Equipment Use,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
41_2008,41_2008_6,2008,NA,Madera-Mariposa,NA,41,2008-06-10,2008-06-11,CDF,3300,NA,G,Equipment Use,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
OPHIR_2008,OPHIR_2008_6,2008,NA,Butte,NA,OPHIR,2008-06-10,2008-06-11,CDF,1600,NA,G,Unidentified,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
HUMBOLDT_2008,HUMBOLDT_2008_6,2008,NA,Butte,NA,HUMBOLDT,2008-06-11,2008-06-16,CDF,23344,NA,G,Arson,351,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
MARTIN FIRE_2008,MARTIN FIRE_2008_6,2008,NA,San Mateo-Santa Cruz,NA,MARTIN FIRE,2008-06-11,2008-06-30,CDF,520,NA,TG,Campfire,14,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
TRABING_2008,TRABING_2008_6,2008,NA,San Mateo-Santa Cruz,NA,TRABING,2008-06-20,2008-06-22,CDF,630,NA,TBG,Equipment Use,87,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
ALBION RIVER LIGHTNING_2008,ALBION RIVER LIGHTNING_2008_6,2008,NA,Mendocino,NA,ALBION RIVER LIGHTNING,2008-06-20,2008-06-30,CDF,1000,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
BROWN COMPLEX_2008,BROWN COMPLEX_2008_6,2008,NA,San Benito-Monterey,NA,BROWN COMPLEX,2008-06-21,2008-06-25,CDF,3870,NA,G,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
MALLO-B LIGHTNING_2008,MALLO-B LIGHTNING_2008_6,2008,NA,Mendocino,NA,MALLO-B LIGHTNING,2008-06-21,2008-07-17,CDF,4466,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
BRUSHY 3 LIGHTNING_2008,BRUSHY 3 LIGHTNING_2008_6,2008,NA,Mendocino,NA,BRUSHY 3 LIGHTNING,2008-06-21,2008-07-13,CDF,327,NA,G,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
OSO LIGHTNING_2008,OSO LIGHTNING_2008_6,2008,NA,Mendocino,NA,OSO LIGHTNING,2008-06-21,2008-07-13,CDF,373,NA,B,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
RED MOUNTAIN 1 LIGHTNING_2008,RED MOUNTAIN 1 LIGHTNING_2008_6,2008,NA,Mendocino,NA,RED MOUNTAIN 1 LIGHTNING,2008-06-21,2008-08-01,CDF,7515,NA,U,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
WAGERS LIGHTNING_2008,WAGERS LIGHTNING_2008_6,2008,NA,Mendocino,NA,WAGERS LIGHTNING,2008-06-21,2008-06-21,CDF,3000,NA,T,Lightning,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
JACK SMITH LIGHTNING_2008,JACK SMITH LIGHTNING_2008_6,2008,NA,Mendocino,NA,JACK SMITH LIGHTNING,2008-06-21,2008-07-13,CDF,3000,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
WILD_2008,WILD_2008_6,2008,NA,Sonoma-Lake-Napa,NA,WILD,2008-06-21,2008-06-26,CDF,4200,NA,G,Unidentified,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
STA 57 ONO CDF IGO 2_2008,STA 57 ONO CDF IGO 2_2008_6,2008,NA,Shasta-Trinity,NA,STA 57 ONO CDF IGO 2,2008-06-21,2008-07-24,CDF,4000,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
WHITMORE RD/OLD COW C2_2008,WHITMORE RD/OLD COW C2_2008_6,2008,NA,Shasta-Trinity,NA,WHITMORE RD/OLD COW C2,2008-06-21,2008-07-15,CDF,2054,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
COLEMAN FISH HATCHERY_2008,COLEMAN FISH HATCHERY_2008_6,2008,NA,Shasta-Trinity,NA,COLEMAN FISH HATCHERY,2008-06-21,2008-07-02,CDF,388,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
DONKEY MINE RD/OAK RU_2008,DONKEY MINE RD/OAK RU_2008_6,2008,NA,Shasta-Trinity,NA,DONKEY MINE RD/OAK RU,2008-06-21,2008-07-02,CDF,557,NA,BG,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
EO2A_2008,EO2A_2008_6,2008,NA,Shasta-Trinity,NA,EO2A,2008-06-21,2008-07-06,CDF,1200,NA,B,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
STEIN_2008,STEIN_2008_6,2008,NA,Shasta-Trinity,NA,STEIN,2008-06-21,2008-07-07,CDF,1148,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
MOON_2008,MOON_2008_6,2008,NA,Shasta-Trinity,NA,MOON,2008-06-21,2008-08-09,CDF,6030,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
DAUGHERTY GATE_2008,DAUGHERTY GATE_2008_6,2008,NA,Mendocino,NA,DAUGHERTY GATE,2008-06-21,2008-07-13,CDF,3000,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
IGO 6_2008,IGO 6_2008_6,2008,NA,Shasta-Trinity,NA,IGO 6,2008-06-21,2008-07-24,CDF,4200,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
PLANTINA 4_2008,PLANTINA 4_2008_6,2008,NA,Shasta-Trinity,NA,PLANTINA 4,2008-06-21,2008-07-04,CDF,12980,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
LEWISTON 8_2008,LEWISTON 8_2008_6,2008,NA,Shasta-Trinity,NA,LEWISTON 8,2008-06-21,2008-07-23,CDF,1311,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
IGO 13_2008,IGO 13_2008_6,2008,NA,Shasta-Trinity,NA,IGO 13,2008-06-21,2008-07-24,CDF,600,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
IGO 15_2008,IGO 15_2008_6,2008,NA,Shasta-Trinity,NA,IGO 15,2008-06-21,2008-07-24,CDF,1200,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
IGO 16_2008,IGO 16_2008_6,2008,NA,Shasta-Trinity,NA,IGO 16,2008-06-21,2008-07-24,CDF,4800,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
IGO 17_2008,IGO 17_2008_6,2008,NA,Shasta-Trinity,NA,IGO 17,2008-06-21,2008-07-24,CDF,2400,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
IGO 18_2008,IGO 18_2008_6,2008,NA,Shasta-Trinity,NA,IGO 18,2008-06-21,2008-07-24,CDF,4200,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
LAKEHEAD_2008,LAKEHEAD_2008_6,2008,NA,Shasta-Trinity,NA,LAKEHEAD,2008-06-21,2008-08-23,CDF,27936,NA,B,Lightning,12,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
BREAKNECK_2008,BREAKNECK_2008_6,2008,NA,Butte,NA,BREAKNECK,2008-06-21,2008-07-09,CDF,715,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
WEST BRANCH_2008,WEST BRANCH_2008_6,2008,NA,Butte,NA,WEST BRANCH,2008-06-21,2008-06-21,CDF,3206,NA,U,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
FREY_2008,FREY_2008_6,2008,NA,Butte,NA,FREY,2008-06-21,2008-07-28,CDF,4000,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
FLEA VALLEY_2008,FLEA VALLEY_2008_6,2008,NA,Butte,NA,FLEA VALLEY,2008-06-21,2008-06-21,CDF,1248,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
LYNCH_2008,LYNCH_2008_6,2008,NA,Butte,NA,LYNCH,2008-06-21,2008-06-21,CDF,800,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
PARADISE_2008,PARADISE_2008_6,2008,NA,Humboldt-Del Norte,NA,PARADISE,2008-06-21,2008-08-01,CDF,1076,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
BRUSHY 1 LIGHTNING_2008,BRUSHY 1 LIGHTNING_2008_6,2008,NA,Mendocino,NA,BRUSHY 1 LIGHTNING,2008-06-21,2008-06-26,CDF,391,NA,G,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
SQUAW 1 LIGHTNING_2008,SQUAW 1 LIGHTNING_2008_6,2008,NA,Mendocino,NA,SQUAW 1 LIGHTNING,2008-06-21,2008-07-13,CDF,3000,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
HUMMING BIRD_2008,HUMMING BIRD_2008_6,2008,NA,Santa Clara,NA,HUMMING BIRD,2008-06-21,2008-06-24,CDF,750,NA,B,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
VENTURE_2008,VENTURE_2008_6,2008,NA,Shasta-Trinity,NA,VENTURE,2008-06-22,2008-07-04,CDF,1912,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
QUARRY_2008,QUARRY_2008_6,2008,NA,San Mateo-Santa Cruz,NA,QUARRY,2008-06-22,2008-06-29,CDF,300,NA,TBG,Unidentified,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
CLIFF RIDGE B LIGHTNING_2008,CLIFF RIDGE B LIGHTNING_2008_6,2008,NA,Mendocino,NA,CLIFF RIDGE B LIGHTNING,2008-06-22,2008-07-12,CDF,999,NA,T,Misc,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
5-8 CLIFF LIGHTNING_2008,5-8 CLIFF LIGHTNING_2008_6,2008,NA,Mendocino,NA,5-8 CLIFF LIGHTNING,2008-06-22,2008-07-13,CDF,1000,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
WALKER_2008,WALKER_2008_6,2008,NA,Sonoma-Lake-Napa,NA,WALKER,2008-06-22,2008-06-29,CDF,15000,NA,T,Human,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
SHAMROCK EAST LIGHTNING_2008,SHAMROCK EAST LIGHTNING_2008_6,2008,NA,Mendocino,NA,SHAMROCK EAST LIGHTNING,2008-06-22,2008-07-12,CDF,469,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
ORR INCIDENT_2008,ORR INCIDENT_2008_6,2008,NA,Mendocino,NA,ORR INCIDENT,2008-06-22,2008-07-10,CDF,3000,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
POPCORN_2008,POPCORN_2008_6,2008,NA,Lassen-Modoc,NA,POPCORN,2008-06-22,2008-07-08,CDF,3000,NA,TW,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
OLIVER / MRP 588_2008,OLIVER / MRP 588_2008_6,2008,NA,Madera-Mariposa-Merced,NA,OLIVER / MRP 588,2008-06-23,2008-07-06,CDF,2789,NA,TBG,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
CORRAL_2008,CORRAL_2008_6,2008,NA,Lassen-Modoc,NA,CORRAL,2008-06-23,2008-07-07,CDF,12500,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
MILL CREEK_2008,MILL CREEK_2008_6,2008,NA,Tehama-Glenn,NA,MILL CREEK,2008-06-24,2008-07-01,CDF,13580,NA,G,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
JUAN CREEK LIGHTNING_2008,JUAN CREEK LIGHTNING_2008_6,2008,NA,Mendocino,NA,JUAN CREEK LIGHTNING,2008-06-27,2008-07-15,CDF,450,NA,BG,Unidentified,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
HARDY_2008,HARDY_2008_6,2008,NA,Mendocino,NA,HARDY,2008-06-30,2008-06-30,CDF,5581,NA,TBG,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
WIGGLE_2008,WIGGLE_2008_7,2008,NA,Tulare,NA,WIGGLE,2008-07-01,2008-07-02,CDF,450,NA,U,Arson,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7
DIXIE_2008,DIXIE_2008_7,2008,NA,Lassen-Modoc,NA,DIXIE,2008-07-02,2008-07-04,CDF,350,NA,TBG,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7
ORR SPRINGS RD ORR 3_2008,ORR SPRINGS RD ORR 3_2008_7,2008,NA,Mendocino,NA,ORR SPRINGS RD ORR 3,2008-07-03,2008-07-03,CDF,3000,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7
TRAVIS 3 LIGHTNING_2008,TRAVIS 3 LIGHTNING_2008_7,2008,NA,Mendocino,NA,TRAVIS 3 LIGHTNING,2008-07-04,2008-07-04,CDF,750,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7
CASOOSE CREEK LIGHTNING_2008,CASOOSE CREEK LIGHTNING_2008_7,2008,NA,Mendocino,NA,CASOOSE CREEK LIGHTNING,2008-07-04,2008-07-04,CDF,550,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7
BUTCH LIGHTNING_2008,BUTCH LIGHTNING_2008_7,2008,NA,Mendocino,NA,BUTCH LIGHTNING,2008-07-04,2008-07-04,CDF,2800,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7
ALBION LIGHTNING_2008,ALBION LIGHTNING_2008_7,2008,NA,Mendocino,NA,ALBION LIGHTNING,2008-07-04,2008-07-08,CDF,3000,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7
MONTGOMERY FLAT LIGHTNING_2008,MONTGOMERY FLAT LIGHTNING_2008_7,2008,NA,Mendocino,NA,MONTGOMERY FLAT LIGHTNING,2008-07-04,2008-07-15,CDF,3000,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7
BURGER CREEK LIGHTNING_2008,BURGER CREEK LIGHTNING_2008_7,2008,NA,Mendocino,NA,BURGER CREEK LIGHTNING,2008-07-04,2008-07-12,CDF,528,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7
BRUSHY LIGHTNING_2008,BRUSHY LIGHTNING_2008_7,2008,NA,Mendocino,NA,BRUSHY LIGHTNING,2008-07-04,2008-07-15,CDF,391,NA,U,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7
ORR SERIES LIGHTNING_2008,ORR SERIES LIGHTNING_2008_7,2008,NA,Mendocino,NA,ORR SERIES LIGHTNING,2008-07-04,2008-07-13,CDF,3000,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7
JAMESON LIGHTNING_2008,JAMESON LIGHTNING_2008_7,2008,NA,Mendocino,NA,JAMESON LIGHTNING,2008-07-04,2008-07-13,CDF,925,NA,U,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7
JACK SMITH LIGHTNING_2008,JACK SMITH LIGHTNING_2008_7,2008,NA,Mendocino,NA,JACK SMITH LIGHTNING,2008-07-04,2008-07-15,CDF,2000,NA,BG,Unidentified,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7
LOW GAP 1 LIGHTNING_2008,LOW GAP 1 LIGHTNING_2008_7,2008,NA,Mendocino,NA,LOW GAP 1 LIGHTNING,2008-07-04,2008-07-15,CDF,1700,NA,BG,Unidentified,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7
LOST PIPE LIGHTNING_2008,LOST PIPE LIGHTNING_2008_7,2008,NA,Mendocino,NA,LOST PIPE LIGHTNING,2008-07-04,2008-07-10,CDF,1200,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7
HORSE LIGHTNING_2008,HORSE LIGHTNING_2008_7,2008,NA,Mendocino,NA,HORSE LIGHTNING,2008-07-04,2008-07-08,CDF,1000,NA,BG,Unidentified,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7
TRAVIS 1 LIGHTNING_2008,TRAVIS 1 LIGHTNING_2008_7,2008,NA,Mendocino,NA,TRAVIS 1 LIGHTNING,2008-07-05,2008-07-05,CDF,650,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7
ALDER CREEK BEACH RD MAN_2008,ALDER CREEK BEACH RD MAN_2008_7,2008,NA,Mendocino,NA,ALDER CREEK BEACH RD MAN,2008-07-07,2008-07-07,CDF,1000,NA,U,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7
DINO IC_2008,DINO IC_2008_7,2008,NA,Madera-Mariposa-Merced,NA,DINO IC,2008-07-10,2008-07-11,CDF,800,NA,G,Unidentified,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7
HWY 152_2008,HWY 152_2008_7,2008,NA,Madera-Mariposa-Merced,NA,HWY 152,2008-07-21,2008-07-21,CDF,700,NA,G,Unidentified,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7
TELEGRAPH_2008,TELEGRAPH_2008_7,2008,NA,Madera-Mariposa-Merced,NA,TELEGRAPH,2008-07-25,2008-09-15,CDF,34091,NA,TBG,Misc,130,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7
CRAIG_2008,CRAIG_2008_8,2008,NA,Butte,NA,CRAIG,2008-08-03,2008-08-11,CDF,2001,NA,TB,Unidentified,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8
TURKEY_2008,TURKEY_2008_8,2008,NA,San Benito-Monterey,NA,TURKEY,2008-08-07,2008-08-07,CDF,400,NA,G,Equipment Use,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8
SMOKEY_2008,SMOKEY_2008_8,2008,NA,Butte,NA,SMOKEY,2008-08-13,2008-08-13,CDF,1324,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8
RIM_2008,RIM_2008_8,2008,NA,Butte,NA,RIM,2008-08-13,2008-08-13,CDF,1651,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8
EMPIRE_2008,EMPIRE_2008_8,2008,NA,Butte,NA,EMPIRE,2008-08-13,2008-08-13,CDF,2000,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8
