Fire_name_year,Year,Region,Ranger_unit,Ranger_unit2,FIRE_NAME,Start,Contained,DPA,CDF_acres_burned,Other_acres_burned,Veg_type,Cause,Destroyed_structures,Incident_number,National_forest,County,County2,County3,Fire_name2,DPA2,Damaged_structures,Firefighter_fatalities,Civilian_fatalities
WHITMORE 3_2007,2007,Shasta-Trinity,NA,NA,WHITMORE 3,0010-09-20,0010-09-20,NA,44,0,T,Equipment use,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
HARRIS 2_2007,2007,San Diego,NA,NA,HARRIS 2,NA,0011-09-20,NA,90440,0,B,Human,729,NA,NA,NA,NA,NA,NA,NA,NA,0,1
WITCH_2007,2007,San Diego,NA,NA,WITCH,NA,NA,NA,197990,0,BGT,Equipment use,1735,NA,NA,NA,NA,NA,NA,NA,NA,0,0
RICE_2007,2007,San Diego,NA,NA,RICE,NA,0011-05-20,NA,9472,0,G,Misc,493,NA,NA,NA,NA,NA,NA,NA,NA,0,0
POOMACHA_2007,2007,San Diego,NA,NA,POOMACHA,NA,0011-11-20,NA,49410,0,B,Structure,229,NA,NA,NA,NA,NA,NA,NA,NA,0,0
GRADE_2007,2007,San Luis Obispo,NA,NA,GRADE,0012-03-20,0012-06-20,NA,0,97,T,Misc,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ZACA_2007,2007,NA,NA,NA,ZACA,0007-04-20,NA,NA,240207,0,N/A,Human,1,NA,NA,Santa Barbara,NA,NA,NA,NA,NA,0,0
BLUFF_2008,2008,NA,San Bernardino,NA,BLUFF,NA,NA,CDF,680,NA,BG,Campfire,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
COLYEAR_2008,2008,NA,Tehama-Glenn,NA,COLYEAR,0005-06-20,0005-09-20,CDF,1331,NA,B,Debris,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AVOCADO_2008,2008,NA,Fresno-Kings,NA,AVOCADO,NA,NA,CDF,1100,NA,G,Equipment Use,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
GATOS_2008,2008,NA,Fresno-Kings,NA,GATOS,NA,NA,CDF,331,NA,G,Misc,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
SUMMIT_2008,2008,NA,Santa Clara,NA,SUMMIT,NA,NA,CDF,4270,NA,T,Unidentified,91,NA,NA,NA,NA,NA,NA,NA,NA,0,0
JOHNSON VMP_2008,2008,NA,Riverside,NA,JOHNSON VMP,NA,NA,CDF,424,NA,G,"Debris, veg burn",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
85_2008,2008,NA,Sonoma-Lake-Napa,NA,85,0006-05-20,0006-05-20,CDF,322,NA,G,Equipment Use,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
PINE_2008,2008,NA,Sonoma-Lake-Napa,NA,PINE,0006-10-20,NA,CDF,989,NA,BG,Unidentified,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
LAGRANGE_2008,2008,NA,Tuolumne-Calaveras,NA,LAGRANGE,0006-10-20,0006-12-20,CDF,1346,NA,G,Equipment Use,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0
41_2008,2008,NA,Madera-Mariposa,NA,41,0006-10-20,0006-11-20,CDF,3300,NA,G,Equipment Use,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
OPHIR_2008,2008,NA,Butte,NA,OPHIR,0006-10-20,0006-11-20,CDF,1600,NA,G,Unidentified,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0
HUMBOLDT_2008,2008,NA,Butte,NA,HUMBOLDT,0006-11-20,NA,CDF,23344,NA,G,Arson,351,NA,NA,NA,NA,NA,NA,NA,NA,0,0
MARTIN FIRE_2008,2008,NA,San Mateo-Santa Cruz,NA,MARTIN FIRE,0006-11-20,NA,CDF,520,NA,TG,Campfire,14,NA,NA,NA,NA,NA,NA,NA,NA,0,0
TRABING_2008,2008,NA,San Mateo-Santa Cruz,NA,TRABING,NA,NA,CDF,630,NA,TBG,Equipment Use,87,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ALBION RIVER LIGHTNING_2008,2008,NA,Mendocino,NA,ALBION RIVER LIGHTNING,NA,NA,CDF,1000,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
BROWN COMPLEX_2008,2008,NA,San Benito-Monterey,NA,BROWN COMPLEX,NA,NA,CDF,3870,NA,G,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
MALLO-B LIGHTNING_2008,2008,NA,Mendocino,NA,MALLO-B LIGHTNING,NA,NA,CDF,4466,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
BRUSHY 3 LIGHTNING_2008,2008,NA,Mendocino,NA,BRUSHY 3 LIGHTNING,NA,NA,CDF,327,NA,G,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
OSO LIGHTNING_2008,2008,NA,Mendocino,NA,OSO LIGHTNING,NA,NA,CDF,373,NA,B,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
RED MOUNTAIN 1 LIGHTNING_2008,2008,NA,Mendocino,NA,RED MOUNTAIN 1 LIGHTNING,NA,0008-01-20,CDF,7515,NA,U,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
WAGERS LIGHTNING_2008,2008,NA,Mendocino,NA,WAGERS LIGHTNING,NA,NA,CDF,3000,NA,T,Lightning,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0
JACK SMITH LIGHTNING_2008,2008,NA,Mendocino,NA,JACK SMITH LIGHTNING,NA,NA,CDF,3000,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
WILD_2008,2008,NA,Sonoma-Lake-Napa,NA,WILD,NA,NA,CDF,4200,NA,G,Unidentified,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
STA 57 ONO CDF IGO 2_2008,2008,NA,Shasta-Trinity,NA,STA 57 ONO CDF IGO 2,NA,NA,CDF,4000,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
WHITMORE RD/OLD COW C2_2008,2008,NA,Shasta-Trinity,NA,WHITMORE RD/OLD COW C2,NA,NA,CDF,2054,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
COLEMAN FISH HATCHERY_2008,2008,NA,Shasta-Trinity,NA,COLEMAN FISH HATCHERY,NA,0007-02-20,CDF,388,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
DONKEY MINE RD/OAK RU_2008,2008,NA,Shasta-Trinity,NA,DONKEY MINE RD/OAK RU,NA,0007-02-20,CDF,557,NA,BG,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
EO2A_2008,2008,NA,Shasta-Trinity,NA,EO2A,NA,0007-06-20,CDF,1200,NA,B,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
STEIN_2008,2008,NA,Shasta-Trinity,NA,STEIN,NA,0007-07-20,CDF,1148,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
MOON_2008,2008,NA,Shasta-Trinity,NA,MOON,NA,0008-09-20,CDF,6030,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
DAUGHERTY GATE_2008,2008,NA,Mendocino,NA,DAUGHERTY GATE,NA,NA,CDF,3000,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
IGO 6_2008,2008,NA,Shasta-Trinity,NA,IGO 6,NA,NA,CDF,4200,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
PLANTINA 4_2008,2008,NA,Shasta-Trinity,NA,PLANTINA 4,NA,0007-04-20,CDF,12980,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
LEWISTON 8_2008,2008,NA,Shasta-Trinity,NA,LEWISTON 8,NA,NA,CDF,1311,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
IGO 13_2008,2008,NA,Shasta-Trinity,NA,IGO 13,NA,NA,CDF,600,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
IGO 15_2008,2008,NA,Shasta-Trinity,NA,IGO 15,NA,NA,CDF,1200,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
IGO 16_2008,2008,NA,Shasta-Trinity,NA,IGO 16,NA,NA,CDF,4800,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
IGO 17_2008,2008,NA,Shasta-Trinity,NA,IGO 17,NA,NA,CDF,2400,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
IGO 18_2008,2008,NA,Shasta-Trinity,NA,IGO 18,NA,NA,CDF,4200,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
LAKEHEAD_2008,2008,NA,Shasta-Trinity,NA,LAKEHEAD,NA,NA,CDF,27936,NA,B,Lightning,12,NA,NA,NA,NA,NA,NA,NA,NA,0,0
BREAKNECK_2008,2008,NA,Butte,NA,BREAKNECK,NA,0007-09-20,CDF,715,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
WEST BRANCH_2008,2008,NA,Butte,NA,WEST BRANCH,NA,NA,CDF,3206,NA,U,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
FREY_2008,2008,NA,Butte,NA,FREY,NA,NA,CDF,4000,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
FLEA VALLEY_2008,2008,NA,Butte,NA,FLEA VALLEY,NA,NA,CDF,1248,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
LYNCH_2008,2008,NA,Butte,NA,LYNCH,NA,NA,CDF,800,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
PARADISE_2008,2008,NA,Humboldt-Del Norte,NA,PARADISE,NA,0008-01-20,CDF,1076,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
BRUSHY 1 LIGHTNING_2008,2008,NA,Mendocino,NA,BRUSHY 1 LIGHTNING,NA,NA,CDF,391,NA,G,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
SQUAW 1 LIGHTNING_2008,2008,NA,Mendocino,NA,SQUAW 1 LIGHTNING,NA,NA,CDF,3000,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
HUMMING BIRD_2008,2008,NA,Santa Clara,NA,HUMMING BIRD,NA,NA,CDF,750,NA,B,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
VENTURE_2008,2008,NA,Shasta-Trinity,NA,VENTURE,NA,0007-04-20,CDF,1912,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
QUARRY_2008,2008,NA,San Mateo-Santa Cruz,NA,QUARRY,NA,NA,CDF,300,NA,TBG,Unidentified,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
CLIFF RIDGE B LIGHTNING_2008,2008,NA,Mendocino,NA,CLIFF RIDGE B LIGHTNING,NA,0007-12-20,CDF,999,NA,T,Misc,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
5-8 CLIFF LIGHTNING_2008,2008,NA,Mendocino,NA,5-8 CLIFF LIGHTNING,NA,NA,CDF,1000,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
WALKER_2008,2008,NA,Sonoma-Lake-Napa,NA,WALKER,NA,NA,CDF,15000,NA,T,Human,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
SHAMROCK EAST LIGHTNING_2008,2008,NA,Mendocino,NA,SHAMROCK EAST LIGHTNING,NA,0007-12-20,CDF,469,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ORR INCIDENT_2008,2008,NA,Mendocino,NA,ORR INCIDENT,NA,0007-10-20,CDF,3000,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
POPCORN_2008,2008,NA,Lassen-Modoc,NA,POPCORN,NA,0007-08-20,CDF,3000,NA,TW,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
OLIVER / MRP 588_2008,2008,NA,Madera-Mariposa-Merced,NA,OLIVER / MRP 588,NA,0007-06-20,CDF,2789,NA,TBG,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
CORRAL_2008,2008,NA,Lassen-Modoc,NA,CORRAL,NA,0007-07-20,CDF,12500,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
MILL CREEK_2008,2008,NA,Tehama-Glenn,NA,MILL CREEK,NA,0007-01-20,CDF,13580,NA,G,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
JUAN CREEK LIGHTNING_2008,2008,NA,Mendocino,NA,JUAN CREEK LIGHTNING,NA,NA,CDF,450,NA,BG,Unidentified,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
HARDY_2008,2008,NA,Mendocino,NA,HARDY,NA,NA,CDF,5581,NA,TBG,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
WIGGLE_2008,2008,NA,Tulare,NA,WIGGLE,0007-01-20,0007-02-20,CDF,450,NA,U,Arson,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0
DIXIE_2008,2008,NA,Lassen-Modoc,NA,DIXIE,0007-02-20,0007-04-20,CDF,350,NA,TBG,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ORR SPRINGS RD ORR 3_2008,2008,NA,Mendocino,NA,ORR SPRINGS RD ORR 3,0007-03-20,0007-03-20,CDF,3000,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
TRAVIS 3 LIGHTNING_2008,2008,NA,Mendocino,NA,TRAVIS 3 LIGHTNING,0007-04-20,0007-04-20,CDF,750,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
CASOOSE CREEK LIGHTNING_2008,2008,NA,Mendocino,NA,CASOOSE CREEK LIGHTNING,0007-04-20,0007-04-20,CDF,550,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
BUTCH LIGHTNING_2008,2008,NA,Mendocino,NA,BUTCH LIGHTNING,0007-04-20,0007-04-20,CDF,2800,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ALBION LIGHTNING_2008,2008,NA,Mendocino,NA,ALBION LIGHTNING,0007-04-20,0007-08-20,CDF,3000,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
MONTGOMERY FLAT LIGHTNING_2008,2008,NA,Mendocino,NA,MONTGOMERY FLAT LIGHTNING,0007-04-20,NA,CDF,3000,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
BURGER CREEK LIGHTNING_2008,2008,NA,Mendocino,NA,BURGER CREEK LIGHTNING,0007-04-20,0007-12-20,CDF,528,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
BRUSHY LIGHTNING_2008,2008,NA,Mendocino,NA,BRUSHY LIGHTNING,0007-04-20,NA,CDF,391,NA,U,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ORR SERIES LIGHTNING_2008,2008,NA,Mendocino,NA,ORR SERIES LIGHTNING,0007-04-20,NA,CDF,3000,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
JAMESON LIGHTNING_2008,2008,NA,Mendocino,NA,JAMESON LIGHTNING,0007-04-20,NA,CDF,925,NA,U,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
JACK SMITH LIGHTNING_2008,2008,NA,Mendocino,NA,JACK SMITH LIGHTNING,0007-04-20,NA,CDF,2000,NA,BG,Unidentified,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
LOW GAP 1 LIGHTNING_2008,2008,NA,Mendocino,NA,LOW GAP 1 LIGHTNING,0007-04-20,NA,CDF,1700,NA,BG,Unidentified,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
LOST PIPE LIGHTNING_2008,2008,NA,Mendocino,NA,LOST PIPE LIGHTNING,0007-04-20,0007-10-20,CDF,1200,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
HORSE LIGHTNING_2008,2008,NA,Mendocino,NA,HORSE LIGHTNING,0007-04-20,0007-08-20,CDF,1000,NA,BG,Unidentified,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
TRAVIS 1 LIGHTNING_2008,2008,NA,Mendocino,NA,TRAVIS 1 LIGHTNING,0007-05-20,0007-05-20,CDF,650,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ALDER CREEK BEACH RD MAN_2008,2008,NA,Mendocino,NA,ALDER CREEK BEACH RD MAN,0007-07-20,0007-07-20,CDF,1000,NA,U,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
DINO IC_2008,2008,NA,Madera-Mariposa-Merced,NA,DINO IC,0007-10-20,0007-11-20,CDF,800,NA,G,Unidentified,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
HWY 152_2008,2008,NA,Madera-Mariposa-Merced,NA,HWY 152,NA,NA,CDF,700,NA,G,Unidentified,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
TELEGRAPH_2008,2008,NA,Madera-Mariposa-Merced,NA,TELEGRAPH,NA,NA,CDF,34091,NA,TBG,Misc,130,NA,NA,NA,NA,NA,NA,NA,NA,0,0
CRAIG_2008,2008,NA,Butte,NA,CRAIG,0008-03-20,0008-11-20,CDF,2001,NA,TB,Unidentified,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0
TURKEY_2008,2008,NA,San Benito-Monterey,NA,TURKEY,0008-07-20,0008-07-20,CDF,400,NA,G,Equipment Use,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
SMOKEY_2008,2008,NA,Butte,NA,SMOKEY,NA,NA,CDF,1324,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
RIM_2008,2008,NA,Butte,NA,RIM,NA,NA,CDF,1651,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
EMPIRE_2008,2008,NA,Butte,NA,EMPIRE,NA,NA,CDF,2000,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
CAMP_2008,2008,NA,Butte,NA,CAMP,NA,NA,CDF,47647,NA,T,Lightning,117,NA,NA,NA,NA,NA,NA,NA,NA,0,0
ELK_2008,2008,NA,Tulare,NA,ELK,NA,NA,CDF,600,NA,G,Arson,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
RODEO_2008,2008,NA,Tulare,NA,RODEO,NA,NA,CDF,500,NA,G,Unidentified,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
RODEO 2_2008,2008,NA,Tulare,NA,RODEO 2,NA,NA,CDF,500,NA,G,Unidentified,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AVENAL_2008,2008,NA,Fresno-Kings,NA,AVENAL,NA,NA,CDF,946,NA,G,Unidentified,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
GLADDING_2008,2008,NA,Nevada-Yuba-Placer,NA,GLADDING,0009-01-20,0009-03-20,CDF,1000,NA,G,Structure,16,NA,NA,NA,NA,NA,NA,NA,NA,0,0
DEER PARK_2008,2008,NA,Sonoma-Lake-Napa,NA,DEER PARK,0010-10-20,NA,CDF,300,NA,TB,Equipment Use,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0
FOXBOROUGH_2008,2008,NA,San Bernardino,NA,FOXBOROUGH,NA,NA,CDF,324,NA,BG,Incendiary,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
LACKERMAN_2008,2008,NA,Butte,NA,LACKERMAN,NA,NA,CDF,1310,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
LONG_2008,2008,NA,Butte,NA,LONG,NA,NA,CDF,420,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
FREEWAY_2008,2008,NA,Riverside,NA,FREEWAY,NA,NA,CDF,30305,NA,G,Structure,245,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"CONTROL BURN, GEYSERS_2008",2008,NA,NA,NA,"CONTROL BURN, GEYSERS",NA,NA,LOCAL,NA,400,G,Debris,0,LNU-1057,NA,Lake,NA,NA,NA,NA,0,0,0
WAWONA NW_2008,2008,NA,NA,NA,WAWONA NW,0004-09-20,NA,NPS,NA,1130,TB,Human,0,YNP-764,NA,Mariposa,NA,NA,NA,USFS,0,0,0
SANTA ANITA_2008,2008,NA,NA,NA,SANTA ANITA,NA,0005-02-20,LOCAL,NA,584,B,Arson,1,SMD-0822735,NA,Los Angeles,NA,NA,NA,LAC,0,0,0
APACHE_2008,2008,NA,NA,NA,APACHE,NA,0005-04-20,USFS,NA,769,TBG,Smoking,0,BDF-5147,NA,Riverside,NA,NA,NA,NA,0,0,0
HONEY BEE_2008,2008,NA,NA,NA,HONEY BEE,0005-06-20,NA,USFS,NA,1225,TB,Lightning,0,INF-282,NA,Tulare,NA,NA,NA,NA,0,0,0
BIGHORN_2008,2008,NA,NA,NA,BIGHORN,NA,NA,USFS,NA,490,B,Misc,0,ANF-1444,NA,Los Angeles,NA,NA,NA,NA,0,0,0
CLOVER_2008,2008,NA,NA,NA,CLOVER,NA,NA,USFS,NA,15300,TB,Lightning,0,SQF-967,NA,Tulare,NA,NA,NA,NA,0,0,0
GRAPEVINE_2008,2008,NA,NA,NA,GRAPEVINE,0006-06-20,0006-08-20,CC,NA,507,G,Undetermined,0,KRN-016886,NA,Kern,NA,NA,NA,NA,0,0,0
ACOMA_2008,2008,NA,NA,NA,ACOMA,0006-07-20,0006-10-20,BLM,NA,356,G,Undetermined,0,CDD-6343,NA,San Bernardino,NA,NA,NA,NA,1,0,0
RICHBAR_2008,2008,NA,NA,NA,RICHBAR,0006-07-20,0006-08-20,USFS,NA,312,BG,Arson,0,SQF-1023,NA,Kern,NA,NA,NA,NA,0,0,0
INDIANS_2008,2008,NA,NA,NA,INDIANS,0006-08-20,0007-10-20,USFS,NA,81378,TBG,Campfire,15,LPF-1491,NA,Monterey,NA,NA,NA,NA,1,0,0
JACKSON_2008,2008,NA,NA,NA,JACKSON,0006-10-20,0006-12-20,LOCAL,NA,6400,NA,Undetermined,0,AEU-10884,NA,Sacramento,NA,NA,NA,NA,0,0,0
WHISKEY_2008,2008,NA,NA,NA,WHISKEY,0006-12-20,NA,USFS,NA,7783,BGW,Misc,0,MNF-2009,NA,Tehama,NA,NA,NA,NA,0,0,0
LIME COMPLEX_2008,2008,NA,NA,NA,LIME COMPLEX,NA,NA,USFS,NA,98715,T,Lightning,5,SHF-1041,NA,Trinity,NA,NA,NA,BLM,0,0,0
SRF LIGHTNING COMPLEX_2008,2008,NA,NA,NA,SRF LIGHTNING COMPLEX,NA,NA,USFS,NA,900,T,Lightning,0,SRF-1036,NA,Humboldt,Trinity,Siskiyou,NA,NA,0,0,0
MAD COMPLEX_2008,2008,NA,NA,NA,MAD COMPLEX,NA,NA,USFS,NA,3705,TBG,Lightning,0,SRF-1120,NA,Humboldt,Trinity,NA,NA,NA,0,0,0
HELLS HALF COMPLEX_2008,2008,NA,NA,NA,HELLS HALF COMPLEX,NA,NA,USFS,NA,15146,TB,Lightning,1,SRF-1123,NA,Humboldt,Trinity,NA,NA,NA,0,0,0
UKONOM-SOUTH COMPLEX_2008,2008,NA,NA,NA,UKONOM-SOUTH COMPLEX,NA,NA,USFS,NA,29327,T,Lightning,0,SRF-1126,NA,Humboldt,NA,NA,NA,NA,0,0,0
SISKIYOU / BLUE 2 COMPLEX_2008,2008,NA,NA,NA,SISKIYOU / BLUE 2 COMPLEX,NA,NA,USFS,NA,82186,T,Lightning,0,KNF-2975,NA,Siskiyou,NA,NA,NA,NA,0,1,0
BEAR WALLOW COMPLEX (KLAMATH THEATER)_2008,2008,NA,NA,NA,BEAR WALLOW COMPLEX (KLAMATH THEATER),NA,NA,USFS,NA,192038,TB,Lightning,0,KNF-3393,NA,Siskiyou,NA,NA,NA,NA,0,2,0
CUB COMPLEX_2008,2008,NA,NA,NA,CUB COMPLEX,NA,NA,USFS,NA,19718,T,Lightning,0,LNF-2713,NA,Lassen,NA,NA,NA,NA,0,0,0
PETERSON COMPLEX_2008,2008,NA,NA,NA,PETERSON COMPLEX,NA,0007-02-20,USFS,NA,7842,TBG,Lightning,0,LNF-2782,NA,Shasta,Lassen,NA,NA,NA,0,0,0
BASIN COMPLEX_2008,2008,NA,NA,NA,BASIN COMPLEX,NA,NA,USFS,NA,162818,TB,Lightning,58,LPF-1649,NA,Monterey,NA,NA,NA,NA,9,0,0
MERGED WITH YOLLA BOLLY COMPLEX_2008,2008,NA,NA,NA,MERGED WITH YOLLA BOLLY COMPLEX,NA,NA,USFS,NA,3000,BGWT,Lightning,2,MNF-579,NA,Lake,Mendocino,Tehama,NA,NA,0,0,0
SODA COMPLEX_2008,2008,NA,NA,NA,SODA COMPLEX,NA,NA,USFS,NA,8632,TG,Lightning,4,MNF-645,NA,Lake,NA,NA,NA,NA,0,0,0
CANYON COMPLEX_2008,2008,NA,NA,NA,CANYON COMPLEX,NA,NA,USFS,NA,47680,T,Lightning,3,PNF-0539,NA,Plumas,NA,NA,NA,NA,0,0,0
IRON COMPLEX & ALPS COMPLEX_2008,2008,NA,NA,NA,IRON COMPLEX & ALPS COMPLEX,NA,0009-09-20,USFS,NA,105805,TBG,Lightning,2,SHF-1057,NA,Trinity,NA,NA,NA,NA,1,9,0
SILVER KNOB_2008,2008,NA,NA,NA,SILVER KNOB,NA,0007-02-20,USFS,NA,1161,T,Lightning,0,SNF-0718,NA,Mariposa,Madera,NA,NA,NA,0,0,0
OLIVER COMPLEX (MERGED WITH OLIVER)_2008,2008,NA,NA,NA,OLIVER COMPLEX (MERGED WITH OLIVER),NA,NA,USFS,NA,1000,TB,Lightning,0,SNF-715,NA,Madera,Mariposa,NA,NA,NA,0,0,0
NORTH MOUNTAIN_2008,2008,NA,NA,NA,NORTH MOUNTAIN,NA,0007-03-20,USFS,NA,2889,BT,Lightning,0,STF-1063,NA,Tuolumne,NA,NA,NA,NA,0,0,0
AMERICAN RIVER COMPLEX_2008,2008,NA,NA,NA,AMERICAN RIVER COMPLEX,NA,NA,USFS,NA,20541,TB,Lightning,2,TNF-1011,NA,Placer,NA,NA,NA,NA,0,0,0
YUBA RIVER COMPLEX_2008,2008,NA,NA,NA,YUBA RIVER COMPLEX,NA,NA,USFS,NA,4254,TB,Lightning,0,TNF-1015,NA,Yuba,Nevada,Sierra,NA,NA,0,0,0
WHISKEYTOWN COMPLEX_2008,2008,NA,NA,NA,WHISKEYTOWN COMPLEX,NA,NA,NPS,NA,6420,TB,Lightning,0,WNP-1095,NA,Shasta,NA,NA,NA,NA,0,0,0
ANTELOPE_2008,2008,NA,NA,NA,ANTELOPE,NA,NA,USFS,NA,600,T,Lightning,0,LNF-2776,NA,Tehama,NA,NA,NA,NA,0,0,0
MILL COMPLEX_2008,2008,NA,NA,NA,MILL COMPLEX,NA,NA,USFS,NA,2100,TG,Lightning,0,LNF-2781,NA,Tehama,NA,NA,NA,NA,0,0,0
PIUTE_2008,2008,NA,NA,NA,PIUTE,NA,NA,USFS,NA,37026,T,Misc,51,SQF-1356,NA,Kern,NA,NA,NA,NA,0,0,0
GAP_2008,2008,NA,NA,NA,GAP,0007-01-20,NA,USFS,NA,9443,T,Misc,4,LPF-1778,NA,Santa Barbara,NA,NA,NA,NA,0,0,0
