FID,OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,Shape_Leng,Shape_Area,Year,Region,Ranger_uni,Ranger_u_1,FIRE_NAM_1,Start,Contained,DPA,CDF_acres_,Other_acre,Veg_type,Cause_1,Destroyed_,Incident_n,National_f,County,County2,County3,Fire_name2,DPA2,Damaged_st,Firefighte,Civilian_f
86,253,2007,CA,CDF,TGU,DYE,4063,6/13/2007 0:00,6/13/2007 0:00,4,Grass,387,386.4490051,1,1,56,6901.561087,1563902.351,1990,II,Tehama-Glenn,NA,DYE,0008-06-19,0008-08-19,CDF,4973,227,WB,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,259,2007,CA,USF,SRF,BEAR,20,7/11/2007 0:00,7/12/2007 0:00,1, ,10,9.8735504,7,1,20,903.132565,39956.84813,1987,NA,NA,NA,BEAR,NA,0009-12-19,USFS,NA,550,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA
88,261,2007,CA,USF,MDF,BLACK,33,7/10/2007 0:00,7/10/2007 0:00,1, ,75,74.3804016,1,1,33,2607.979776,301006.9698,2014,NA,NA,NA,BLACK,NA,NA,CDF,403,NA,B,Equipment Use,11,MEU-8882,NA,Mendocino,NA,NA,NA,NA,0,0,0
89,267,2007,CA,USF,MNF,SLIDES,6,6/19/2007 0:00,6/19/2007 0:00,9, ,12,11.941,7,1,6,1100.920516,48323.41464,1987,NA,NA,NA,SLIDES,NA,0009-11-19,USFS,NA,1220,NA,Lightning,0,NA,Mendocino,Tehama,NA,NA,NA,NA,NA,0,NA
90,271,2007,CA,USF,SNF,TRIMMER,6,5/25/2007 0:00,5/26/2007 0:00,9, ,186,193.5110016,6,1,6,4439.743663,783111.0844,1996,Sierra,Fresno,NA,TRIMMER,NA,NA,CDF,5607,NA,GB,Arson,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
91,274,2007,CA,USF,SQF,VISTA,41,8/22/2007 0:00,8/24/2007 0:00,4, ,200,420.3179932,1,1,41,7220.184763,1700966.038,2012,NA,NA,NA,VISTA,NA,NA,CDF,500,NA,G,Equipment use,0,RRU-82306,NA,Riverside,NA,NA,NA,NA,0,0,0
92,276,2007,CA,CDF,MVU,WITCH,82,10/21/2007 0:00,10/31/2007 0:00,9, ,197990,162070,7,1,82,348140.8159,655875906.5,2007,San Diego,NA,NA,WITCH,NA,NA,NA,197990,0,BGT,Equipment use,1735,NA,NA,NA,NA,NA,NA,NA,NA,0,0
93,277,2007,CA,CDF,SBC,ZACA,20,7/4/2007 0:00,9/2/2007 0:00,2, ,240207,240359,7,1,20,278821.307,972697148.2,2007,NA,NA,NA,ZACA,0007-04-20,NA,NA,240207,0,N/A,Human,1,NA,NA,Santa Barbara,NA,NA,NA,NA,NA,0,0
94,280,2007,CA,USF,BDF,CEDAR,104,8/12/2007 0:00,8/12/2007 0:00,9, ,30,29.6056004,8,1,104,1658.957179,119809.456,1987,NA,NA,NA,CEDAR,0009-02-19,0009-06-19,USFS,NA,709,NA,Lightning,0,NA,Modoc,Modoc,NA,NA,NA,NA,NA,0,NA
95,281,2007,CA,USF,KNF,CHERRY,69,8/29/2007 0:00,9/8/2007 0:00,1, ,95,101,6,1,69,3135.683814,408733.2704,1985,V,San Benito-Monterey,NA,CHERRY,0007-08-19,NA,CDF,31041,9190,WBG,Arson,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,284,2007,CA,USF,PNF,DAVIS,55,7/5/2007 0:00,7/6/2007 0:00,1,Part of the Antelope Complex,31,30.2668991,8,1,55,1701.369764,122485.9436,2002,South,San Luis Obispo,NA,DAVIS,0006-09-20,0006-09-20,CDF,2118,NA,GA,Equipment use,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
97,288,2007,CA,USF,ANF,RIDGE,29,4/6/2007 0:00,4/6/2007 0:00,1, ,45,44.9054985,6,1,29,2066.044118,181726.0991,2001,Coast,Mendocino,NA,RIDGE,NA,NA,CDF,610,NA,TGB,Equipment use,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
98,291,2007,CA,USF,PNF,WHEELER,53,7/5/2007 0:00,7/21/2007 0:00,1,Part of the Antelope Complex,22906,22331.90039,8,1,53,71550.43737,90374085.97,1985,VI,Ventura County,Los Padres,WHEELER,0007-01-19,NA,CC,NA,120000,B,Arson,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,300,2007,CA,USF,BDF,RAILROAD,34,5/23/2007 0:00,5/23/2007 0:00,6, ,80,84.6356964,6,1,34,2440.626406,342508.5435,2017,NA,NA,NA,RAILROAD,NA,NA,USFS,NA,12407,BT,Undetermined,8,SNF-1743,NA,Madera,NA,NA,NA,NA,1,1,0
100,302,2007,CA,USF,BDF,SHOOTING,43,6/3/2007 0:00,6/3/2007 0:00,9, ,13,14.9673004,6,1,43,1043.16091,60570.3838,1994,South,Angeles NF,NA,SHOOTING,NA,NA,USFS,NA,3490,N/A,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
101,303,2007,CA,USF,SNF,ROCK,51,8/26/2007 0:00,9/1/2007 0:00,1, ,96,85.7310028,1,1,51,3322.738607,346940.9902,1989,II,Plumas NF,NA,ROCK,0007-08-19,0007-12-19,USFS,NA,3500,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,307,2007,CA,USF,LPF,MINE,31,8/29/2007 0:00,8/30/2007 0:00,1, ,39,40.2002983,3,1,31,2061.211781,162684.8894,1986,III,San Diego,NA,MINE,0009-04-19,0009-05-19,CDF,950,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,308,2007,CA,USF,LPF,RANCH,18,6/30/2007 0:00,7/1/2007 0:00,9, ,478,394.0660095,3,1,18,7574.704084,1594730.035,1996,South,Los Angeles County,NA,RANCH,NA,NA,CC,NA,540,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
104,309,2007,CA,USF,LPF,RIVER,41,11/29/2007 0:00,11/29/2007 0:00,9, ,12,11.6417999,1,1,41,1138.9033,47112.68585,1986,IV,San Benito-Monterey,NA,RIVER,0011-06-19,0011-08-19,CDF,5375,NA,WBG,Debris,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,310,2007,CA,USF,LPF,SKINNER,14,5/27/2007 0:00,5/30/2007 0:00,9, ,18,18.1263008,1,1,14,1008.504029,73354.52815,1985,VI,Riverside,NA,SKINNER,0008-08-19,0008-10-19,CDF,978,NA,G,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,313,2007,CA,CDF,SHU,WHITMORE 3,8179,10/9/2007 0:00,10/9/2007 0:00,2, ,44,43.3759995,1,1,0,2294.560799,175536.3807,2007,Shasta-Trinity,NA,NA,WHITMORE 3,0010-09-20,0010-09-20,NA,44,0,T,Equipment use,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
107,317,2007,CA,CDF,MVU,HARRIS 2,10427,10/21/2007 0:00,11/2/2007 0:00,14, ,0,90728.29688,3,1,0,201121.3446,367164512.8,2007,San Diego,NA,NA,HARRIS 2,NA,0011-09-20,NA,90440,0,B,Human,729,NA,NA,NA,NA,NA,NA,NA,NA,0,1
108,323,2005,CA,BLM,BBD,FLUME,1725,7/3/2005 0:00,7/3/2005 0:00,8, ,12,10.1752996,1,1,1725,947.0080291,41178.1292,1987,NA,NA,NA,FLUME,NA,NA,USFS,NA,11325,NA,Lightning,0,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA,NA,0,NA
109,326,2005,CA,BLM,BBD,EAGLE,2712,8/23/2005 0:00,8/24/2005 0:00,1, ,70,69.6504974,1,1,2712,3625.273116,281865.5223,1984,II,Lassen-Modoc,NA,EAGLE,0008-12-19,NA,CDF,580,NA,T,Campfire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,327,2005,CA,BLM,BBD,WELLS,2761,8/27/2005 0:00,8/28/2005 0:00,1, ,120,120.2060013,2,1,2761,3294.732289,486457.7841,1984,IV,Tulare,NA,WELLS,0007-05-19,0007-06-19,CDF,407,NA,W,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,333,2005,CA,BLM,BBD,MARSHES,0000BXY8,7/1/2005 0:00,7/1/2005 0:00,11, ,21,76.2978973,1,1,0000BXY8,3140.873061,308766.6298,2016,NA,NA,NA,MARSHES,NA,0010-04-20,CDF,1080,NA,BGT,Vehicle,0,TCU-10403,NA,Tuolumne,NA,NA,NA,NA,0,0,0
112,334,2005,CA,BLM,BBD,GOLDEN,162386,8/5/2005 0:00,8/5/2005 0:00,2, ,74.8,74.7608032,2,1,162386,2276.519824,302546.2134,2007,Tuolumne-Calaveras,NA,NA,GOLDEN,NA,NA,NA,66,0,T,Vehicle,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
113,335,2005,CA,BLM,CDD,RECHE,21599,6/29/2005 0:00,6/29/2005 0:00,14, ,9,9.1656303,1,1,21599,1149.298219,37091.99768,1996,South,Riverside,NA,RECHE,0006-02-19,0006-03-19,CDF,850,NA,T,Fireworks,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
114,336,2005,CA,CDF,BDU,PIONEER,6148,6/19/2005 0:00,6/20/2005 0:00,14, ,1876,1877.540039,2,1,6148,15070.73921,7598129.464,1985,VI,Ventura County,NA,PIONEER,NA,NA,CC,NA,1200,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,338,2005,CA,BLM,CDD,GRASSHOPPER,6058,6/12/2005 0:00,6/12/2005 0:00,2, ,185,180.5610046,1,1,6058,4086.73537,730703.1355,2001,Cascade,Lassen,NA,GRASSHOPPER,NA,NA,CDF,992,NA,GB,Lightning,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
116,345,2005,CA,CDF,MVU,PROCTOR,5758,7/23/2005 0:00,7/23/2005 0:00,1, ,107,112.7549973,1,1,507,5049.416199,456304.9926,1984,VI,San Diego,NA,PROCTOR,NA,NA,CDF,2563,NA,B,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,366,2005,CA,CDF,NEU,GARDEN,16667,9/24/2005 0:00,9/24/2005 0:00,10, ,102,110.1060028,6,1,605,2892.442556,445583.815,2017,NA,NA,NA,GARDEN,NA,0008-09-20,USFS,NA,450,B,Misc,0,SQF-1989,NA,Kern,NA,NA,NA,NA,0,0,0
118,368,2005,CA,CDF,TGU,RANCH,4548,7/25/2005 0:00,7/25/2005 0:00,4, ,436,427.42099,2,1,78,5825.502434,1729712.458,1996,South,Los Angeles County,NA,RANCH,NA,NA,CC,NA,540,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
119,369,2005,CA,CDF,TGU,MANTON,5384,8/26/2005 0:00,8/29/2005 0:00,5, ,1830,1822.229981,3,1,113,17170.27374,7374301.731,1998,Coast,Tehama-Glenn,NA,MANTON,0008-01-19,0008-02-19,CDF,2100,NA,W,Vehicle,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
120,377,2005,CA,CDF,SLU,COTTONWOOD,6490,8/2/2005 0:00,8/18/2005 0:00,10, ,64,64.2714996,1,1,275,2587.766196,260097.4941,1994,Cascade,Tahoe NF,NA,COTTONWOOD,NA,NA,USFS,NA,43800,N/A,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
121,379,2005,CA,CDF,SLU,LAKE,3656,5/14/2005 0:00,5/14/2005 0:00,2, ,20,19.5116997,1,1,114,1154.112222,78961.09544,1988,I,Humboldt-Del Norte,NA,LAKE,NA,NA,CDF,550,NA,TG,Smoking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,387,2005,CA,CDF,SLU,BLUE,6590,8/5/2005 0:00,8/5/2005 0:00,2, ,45,157.1959991,6,1,283,3624.40837,636150.2977,2011,NA,NA,NA,BLUE,0012-01-20,0012-06-20,CDF,698,NA,T,Other,0,TCU-0010455,NA,Calaveras,NA,NA,NA,NA,0,0,0
123,398,2005,CA,CDF,MMU,BUCKEYE,21667,11/12/2005 0:00,11/12/2005 0:00,18, ,20,20.0382004,6,1,442,1193.298458,81091.56432,1988,IV,Sequoia NP,NA,BUCKEYE,NA,NA,USFS,NA,3075,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,399,2005,CA,CDF,MMU,COTTONWOOD,16693,9/1/2005 0:00,9/1/2005 0:00,10, ,150,152.1139984,6,1,317,3393.097979,615581.678,1994,Cascade,Tahoe NF,NA,COTTONWOOD,NA,NA,USFS,NA,43800,N/A,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
125,400,2005,CA,CDF,MMU,COWPIE,14337,8/1/2005 0:00,8/1/2005 0:00,9, ,3200,4983.379883,6,1,256,27880.05123,20167034.84,2005,Sierra,Madera-Mariposa,NA,COWPIE,0008-01-20,0008-01-20,CDF,3200,NA,G,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,401,2005,CA,CDF,MMU,DINOSAUR,14257,7/31/2005 0:00,7/31/2005 0:00,14, ,31,45.7178993,6,1,253,2232.188429,185013.7734,2016,NA,NA,NA,DINOSAUR,NA,NA,CDF,1246,NA,G,Vehicle,0,MMU-12363,NA,Merced,NA,NA,NA,NA,0,0,0
127,405,2005,CA,CDF,MMU,HORSESHOE,17079,9/6/2005 0:00,9/6/2005 0:00,14, ,160,439.6099854,6,1,329,6510.840623,1779037.71,2016,NA,NA,NA,HORSESHOE,0008-09-20,NA,USFS,NA,369,BT,Undetermined,0,INF-1457,NA,Inyo,NA,NA,NA,NA,0,0,0
128,406,2005,CA,CDF,MMU,LA PALOMA,18135,9/20/2005 0:00,9/20/2005 0:00,1, ,700,751.3079834,1,1,348,9725.335984,3040435.175,1992,IV,Madera-Mariposa,NA,LA PALOMA,0008-07-19,0008-07-19,CDF,4800,NA,G,Undetermined,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
129,415,2005,CA,CDF,MMU,NOBLE,13462,7/21/2005 0:00,7/21/2005 0:00,1, ,80,155.5700073,1,1,238,4103.527338,629571.2404,2006,Coast,Mendocino,NA,NOBLE,NA,NA,BLM,0,1014,T,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,417,2005,CA,CDF,MMU,QUARTZ,13780,7/25/2005 0:00,7/27/2005 0:00,14, ,550,547.3610229,1,1,241,7195.833482,2215089.78,1984,IV,Tuolumne-Calaveras,NA,QUARTZ,0007-07-19,0007-08-19,CDF,2580,NA,WBG,Equipment use,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,418,2005,CA,CDF,MMU,RATTLESNAKE,18582,9/26/2005 0:00,9/26/2005 0:00,1, ,33,23.4044991,1,1,364,1536.595872,94714.58452,1984,VI,Riverside,NA,RATTLESNAKE,NA,NA,CDF,700,NA,BG,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,420,2005,CA,CDF,MMU,STUMPFIELD,16903,9/4/2005 0:00,9/4/2005 0:00,4, ,31,11.4569998,6,1,326,1063.230665,46364.85026,1996,Sierra,Madera-Mariposa,NA,STUMPFIELD,0008-01-19,0008-03-19,CDF,3000,NA,TGWB,Equipment use,43,NA,NA,NA,NA,NA,NA,NA,3,0,0
133,422,2005,CA,CDF,MMU,WRIGHT,10258,6/8/2005 0:00,6/8/2005 0:00,14, ,17,29.4974003,1,1,132,1755.272998,119371.5777,2017,NA,NA,NA,WRIGHT,0005-12-20,NA,CDF,1733,NA,G,Undetermined,0,MMU-9464,NA,Merced,NA,NA,NA,NA,0,0,0
134,426,2005,CA,CDF,AEU,JACKSON,11459,7/26/2005 0:00,7/26/2005 0:00,10, ,22,21.2357006,5,1,266,1249.701745,85937.69693,2001,Sierra,Amador,NA,JACKSON,NA,NA,CDF,2240,NA,GWB,Equipment use,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
135,428,2005,CA,CDF,RRU,BOREL,72152,8/27/2005 0:00,8/27/2005 0:00,2, ,10,104.5350037,6,1,1353,3163.184091,423037.5697,2002,Sierra,Tulare,NA,BOREL,NA,NA,USFS,NA,3430,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,430,2005,CA,CDF,RRU,FOX,54677,7/1/2005 0:00,7/1/2005 0:00,8, ,15,16.0347004,6,1,984,1391.125385,64890.02262,2013,NA,NA,NA,FOX,0007-03-20,0007-07-20,CDF,502,NA,G,Lightning,0,LMU-2700,NA,Modoc,NA,NA,NA,NA,0,0,0
137,431,2005,CA,CDF,RRU,HIGHWAY,42924,5/22/2005 0:00,5/23/2005 0:00,3, ,50,48.3041992,6,1,700,2873.079153,195480.102,2000,Sierra,Fresno,NA,HIGHWAY,NA,NA,CDF,700,NA,GB,Arson,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
138,433,2005,CA,CDF,RRU,INDIAN,37367,5/4/2005 0:00,5/4/2005 0:00,7, ,25,20.0100994,6,1,607,2257.635451,80977.83576,2010,NA,NA,NA,INDIAN,NA,NA,CALFIRE,450,NA,B,Undetermined,0,LNU-006365,NA,Lake,NA,NA,NA,NA,0,0,0
139,437,2005,CA,CDF,RRU,ROCK,62519,7/26/2005 0:00,7/27/2005 0:00,1, ,8,99.3766022,6,1,1188,2686.718808,402162.97,1989,II,Plumas NF,NA,ROCK,0007-08-19,0007-12-19,USFS,NA,3500,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,440,2005,CA,CDF,RRU,SLOPE,30196,4/9/2005 0:00,4/9/2005 0:00,14, ,3,12.9954004,6,1,474,1072.458006,52590.6625,2010,NA,NA,NA,SLOPE,NA,NA,NPS,NA,1711,T,Lightning,0,YNP-2777,NA,Tuolumne,NA,NA,NA,NA,0,0,0
141,442,2005,CA,CDF,RRU,WOODHOUSE,83672,10/5/2005 0:00,10/7/2005 0:00,6, ,6500,6532.970215,2,1,1573,26673.49168,26438004.31,2005,South,Riverside,NA,WOODHOUSE,0010-05-20,0010-07-20,CDF,6500,NA,B,Railroad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,443,2005,CA,BIA,RRU,SOBOBA,52091,6/22/2005 0:00,6/24/2005 0:00,9, ,2000,2076.459961,2,1,901,16915.72753,8403126.461,1996,South,Riverside,NA,SOBOBA,NA,NA,CDF/BIA,671,NA,B,Playing with fire,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
143,483,1970,CA,CDF,RRU,RECHE,0,11/12/1970 0:00,,14, ,0,3864.469971,0,1,563,34119.39717,15638959.09,1996,South,Riverside,NA,RECHE,0006-02-19,0006-03-19,CDF,850,NA,T,Fireworks,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
144,484,1970,CA,CDF,RRU,SPRINGS,0,6/30/1970 0:00,,14, ,0,444.8320007,0,1,431,7321.81578,1800172.842,1995,South,San Diego,NA,SPRINGS,NA,NA,CDF,307,NA,B,Equipment use,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
145,505,1990,CA,CDF,AEU,BUTTE PG&E #24,4325,6/11/1990 0:00,,14, ,0,692.3410034,0,1,693,8644.62384,2801803.392,1990,IV,Amador-El Dorado,NA,BUTTE PG&E #24,0011-06-19,0011-07-19,CDF,640,NA,GB,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,507,1990,CA,CDF,BTU,MIDWAY,6067,10/5/1990 0:00,,5, ,0,541.8439941,0,1,11000,5938.5319,2192765.993,2006,Coast,Santa Clara,NA,MIDWAY,0007-11-20,0001-01-20,CDF,6400,0,A,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
147,508,1990,CA,CDF,BTU,WILD,3122,6/8/1990 0:00,,9, ,0,30.0252991,0,1,10460,2662.112929,121508.031,1996,Sierra,Los Padres NF,NA,WILD,0010-07-19,NA,USFS,NA,25590,N/A,Suspect Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
148,509,1990,CA,CDF,BTU,WILD,2652,6/8/1990 0:00,,2, ,0,256.8089905,0,1,10389,4404.601672,1039270.808,1996,Sierra,Los Padres NF,NA,WILD,0010-07-19,NA,USFS,NA,25590,N/A,Suspect Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
149,512,1990,CA,CCO,VNC,SOUTH MOUNTAIN,0,10/8/1990 0:00,,14, ,0,734.565979,0,1,0,11655.53459,2972682.253,1985,VI,Ventura County,NA,SOUTH MOUNTAIN,NA,0007-03-19,CC,NA,600,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,515,1990,CA,CCO,VNC,POLE,0,6/23/1990 0:00,,14, ,0,257.2049866,0,1,0,4751.437635,1040871.161,1995,South,San Bernardino,NA,POLE,NA,NA,CDF,4800,NA,B,Equipment use,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
151,516,1990,CA,CDF,SHU,DEVIL,4325,8/8/1990 0:00,,1, ,0,491.993988,0,1,498,7609.212591,1991029.85,1990,II,Shasta-Trinity,NA,DEVIL,0008-08-19,NA,CDF,600,NA,TW,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,519,1966,CA,USF,SRF,BLAKE,0,8/22/1966 0:00,,1, ,0,20.3136997,0,1,400097,1017.68042,82206.78183,1987,NA,NA,NA,BLAKE,NA,0009-03-19,USFS,NA,1895,NA,Lightning,0,NA,Six Rivers,Humboldt,NA,NA,NA,NA,NA,0,NA
153,522,1966,CA,USF,MNF,ROUND,0,8/7/1966 0:00,,4, ,0,20864.30078,0,1,17,45494.33391,84434621.27,2015,NA,NA,NA,ROUND,0002-06-20,NA,CDF,7000,NA,B,Undetermined,43,BDU-1662,NA,Inyo,NA,NA,NA,NA,5,0,0
154,528,1982,CA,CCO,MRN,ALEXANDER,1364,10/10/1982 0:00,,14, ,0,79.6780014,0,1,50,3375.819484,322445.5447,1987,NA,NA,NA,ALEXANDER,NA,NA,CDF,343,NA,NA,Equipment Use,0,NA,NA,Monterey,NA,NA,NA,NA,NA,0,NA
155,544,1953,CA,USF,SRF,KNIGHT,0,8/2/1953 0:00,,5, ,0,4.9788198,0,1,300226,503.8241238,20148.55032,2009,NA,NA,NA,KNIGHT,NA,0008-11-20,USFS,NA,6130,TB,Misc,0,STF-2207,NA,Tuolumne,NA,NA,NA,NA,0,0,0
156,568,1953,CA,USF,SRF,BEAR CREEK,0,8/13/1953 0:00,,1, ,0,9.8309402,0,1,400352,810.1254667,39784.40212,2010,NA,NA,NA,BEAR CREEK,NA,NA,MIL,NA,1253,T,Powerlines,0,AFV-3344,NA,Santa Barbara,NA,NA,NA,NA,0,0,0
157,595,1971,CA,USF,LPF,BLUE,0,8/30/1971 0:00,,9, ,0,2802.780029,0,1,72,17556.94404,11342453.25,2011,NA,NA,NA,BLUE,0012-01-20,0012-06-20,CDF,698,NA,T,Other,0,TCU-0010455,NA,Calaveras,NA,NA,NA,NA,0,0,0
158,620,2005,CA,CDF,MVU,RAILROAD,4244,6/11/2005 0:00,6/11/2005 0:00,6, ,38,40.2823982,1,1,293,1745.226845,163017.1085,2017,NA,NA,NA,RAILROAD,NA,NA,USFS,NA,12407,BT,Undetermined,8,SNF-1743,NA,Madera,NA,NA,NA,NA,1,1,0
159,623,2005,CA,CDF,MVU,MILLER,5005,7/3/2005 0:00,7/3/2005 0:00,11, ,19,19.7054005,1,1,386,1311.122486,79744.77364,1985,I,Lake-Napa,NA,MILLER,NA,0009-02-19,CDF,2080,NA,WG,Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,625,2005,CA,CDF,MVU,CHURCH,5100,7/5/2005 0:00,7/5/2005 0:00,14, ,50,50.8998985,1,1,403,2214.259748,205984.6854,1991,I,Humboldt-Del Norte,NA,CHURCH,0010-01-19,0010-02-19,CDF,300,NA,TWG,Misc,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
161,627,2005,CA,CDF,MVU,SAND,5786,7/23/2005 0:00,7/23/2005 0:00,1, ,11,10.6331997,1,1,512,929.9578475,43031.1269,2012,NA,NA,NA,SAND,NA,NA,CDF,1428,NA,GB,Equipment use,1,KRN-22306,NA,Kern,NA,NA,NA,NA,0,0,0
162,631,2005,CA,CDF,MVU,MISSION,6149,8/1/2005 0:00,8/1/2005 0:00,14, ,20,18.9393005,6,1,552,1143.540954,76644.75242,2013,NA,NA,NA,MISSION,NA,NA,USFS,NA,4500,BG,Human,0,FHL-2679,NA,Monterey,NA,NA,NA,NA,0,0,0
163,635,2005,CA,CDF,MVU,VOLCAN,7518,9/6/2005 0:00,9/9/2005 0:00,7, ,685,617.5819702,1,1,724,8183.872194,2499265.954,2005,South,San Diego,NA,VOLCAN,0009-06-20,0009-11-20,CDF,685,NA,T,Vehicle,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,644,2005,CA,CDF,MVU,SUMMITT,5785,7/23/2005 0:00,7/23/2005 0:00,14, ,20,6.0454402,6,1,511,700.5546043,24465.03249,1998,Coast,San Diego,NA,SUMMITT,NA,NA,CDF,856,NA,B,Undetermined,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
165,662,1924,CA,USF,ENF,CASCADE,0,6/7/1924 0:00,,9, ,0,43.0825996,0,1,00005PL1,2958.934537,174349.1492,2012,NA,NA,NA,CASCADE,NA,NA,NPS,NA,1705,T,Lightning,0,YNP-1473,NA,Mariposa,NA,NA,NA,NA,0,0,0
166,709,1945,CA,USF,MDF,BOLES,0,9/16/1945 0:00,,9, ,0,28.0053997,0,1,67,1383.04986,113333.9433,2017,NA,NA,NA,BOLES,NA,0009-04-20,USFS,NA,371,GT,Lightning,0,MDF-1102,NA,Modoc,NA,NA,NA,NA,0,0,0
167,766,2006,CA,BLM,BBD,FAY,161041,5/18/2006 0:00,5/18/2006 0:00,9, ,32.9,32.9277992,1,1,0000CLK4,2353.202636,133254.0897,2017,NA,NA,NA,FAY,0007-05-20,NA,CDF,496,NA,BGT,Misc,0,SKU-4779,NA,Siskiyou,NA,NA,NA,NA,0,0,0
168,781,1970,CA,USF,PNF,BELL,0,8/25/1970 0:00,,9, ,0,1082.050049,0,1,32,13322.65396,4378912.356,1993,III,San Diego,NA,BELL,NA,NA,CDF,300,NA,B,Campfire,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
169,792,1951,CA,CDF,NEU,RATTLESNAKE,0,3/26/1951 0:00,,14, ,0,585.5239868,0,1,22,9730.061632,2369532.213,1984,VI,Riverside,NA,RATTLESNAKE,NA,NA,CDF,700,NA,BG,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,795,1964,CA,CDF,BTU,LIGHTNING #1,0,7/12/1964 0:00,,14, ,0,9875.980469,0,1,234,25917.37775,39966661.32,1992,I,Lake-Napa,NA,LIGHTNING #1,NA,NA,CDF,2150,NA,G,Lightning,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
171,835,1981,CA,USF,MDF,EAST,0,9/17/1981 0:00,9/20/1981 0:00,1, ,540,515.2630005,8,1,38,6130.119335,2085195.282,2001,Cascade,Shasta,NA,EAST,0008-09-20,0008-10-20,CDF,624,NA,TB,Electrical power,0,NA,NA,NA,NA,NA,NA,NA,0,0,0
172,836,1981,CA,USF,MDF,COYOTE,0,9/17/1981 0:00,9/19/1981 0:00,1, ,525,396.7569885,8,1,39,6192.967479,1605618.445,2003,South,San Diego,NA,COYOTE,NA,NA,CDF,18705,NA,GTWB,Lightning,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
