YEAR_,FIRE_NAME,OBJECTID,STATE,AGENCY,UNIT_ID,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,Shape_Length,Shape_Area,Year,FIRE_NAME,Region,DPA,Ranger_unit,Ranger_unit2,Start,Contained,CDF_acres_burned,Other_acres_burned,Veg_type,Cause,Destroyed_structures,Incident_number,National_forest,County,County2,County3,Fire_name2,DPA2,Damaged_structures,Firefighter_fatalities,Civilian_fatalities
1910,WILLOWRANCH,4438,CA,USF,MDF,0,8/2/1910 0:00,,9,,,21.0865135,,1,6,1086.49588,85334.09081,,,,,,,,,,,,,,,,,,,,,,,
1911, ,713,CA,USF,SNF,0,,,14,,,308.2635803,,1,1,4554.321399,1247498.458,,,,,,,,,,,,,,,,,,,,,,,
1911, ,714,CA,USF,SNF,0,,,1,,,419.3954163,,1,2,5666.305933,1697233.054,,,,,,,,,,,,,,,,,,,,,,,
1911, ,948,CA,USF,SNF,0,,,14,,,104.6899872,,1,26,2891.382609,423665.3533,,,,,,,,,,,,,,,,,,,,,,,
1911, ,949,CA,USF,SNF,0,,,14,,,161.9089966,,1,27,3368.613727,655222.4804,,,,,,,,,,,,,,,,,,,,,,,
1911, ,950,CA,USF,SNF,0,,,14,,,113.5607681,,1,28,2770.286347,459564.1099,,,,,,,,,,,,,,,,,,,,,,,
1911, ,951,CA,USF,SNF,0,,,14,,,104.4485855,,1,29,2697.424421,422688.4235,,,,,,,,,,,,,,,,,,,,,,,
1911, ,952,CA,USF,SNF,0,,,14,,,11238.7666,,1,8,35918.50374,45481676.27,,,,,,,,,,,,,,,,,,,,,,,
1911, ,953,CA,USF,KNF,0,,,14,,,1227.320313,,1,238,9467.440671,4966788.862,,,,,,,,,,,,,,,,,,,,,,,
1911, ,954,CA,USF,KNF,0,,,14,,,1289.181152,,1,301,8413.873852,5217131.181,,,,,,,,,,,,,,,,,,,,,,,
1911, ,955,CA,USF,LNF,0,,,14,,,135.2428436,,1,1,3237.798191,547308.3756,,,,,,,,,,,,,,,,,,,,,,,
1911, ,956,CA,USF,LNF,0,,,14,,,170.1037598,,1,2,3934.867866,688385.4895,,,,,,,,,,,,,,,,,,,,,,,
1911, ,957,CA,USF,LNF,0,,,14,,,280.221283,,1,3,5193.454033,1134015.282,,,,,,,,,,,,,,,,,,,,,,,
1911, ,958,CA,USF,LNF,0,,,14,,,370.3730774,,1,8,5579.932785,1498846.676,,,,,,,,,,,,,,,,,,,,,,,
1911, ,959,CA,USF,LNF,0,,,14,,,1155.400391,,1,9,9324.265705,4675739.296,,,,,,,,,,,,,,,,,,,,,,,
1911, ,960,CA,USF,LNF,0,,,14,,,247.3525848,,1,10,3918.412014,1001000.42,,,,,,,,,,,,,,,,,,,,,,,
1911, ,961,CA,USF,LNF,0,,,14,,,229.5350037,,1,11,3935.86028,928895.1837,,,,,,,,,,,,,,,,,,,,,,,
1911, ,962,CA,USF,LNF,0,,,14,,,97.3481522,,1,12,2637.771706,393954.0081,,,,,,,,,,,,,,,,,,,,,,,
1911, ,963,CA,USF,LNF,0,,,14,,,169.4858398,,1,13,3532.275351,685884.8834,,,,,,,,,,,,,,,,,,,,,,,
1911, ,964,CA,USF,LNF,0,,,14,,,113.6740646,,1,15,3002.065437,460022.6136,,,,,,,,,,,,,,,,,,,,,,,
1911, ,965,CA,USF,LNF,0,,,14,,,113.5507813,,1,16,2994.566229,459523.7173,,,,,,,,,,,,,,,,,,,,,,,
1911, ,966,CA,USF,LNF,0,,,14,,,1457.573731,,1,17,10030.29076,5898591.412,,,,,,,,,,,,,,,,,,,,,,,
1911, ,967,CA,USF,LNF,0,,,14,,,181.8362885,,1,18,3736.915282,735865.3505,,,,,,,,,,,,,,,,,,,,,,,
1911, ,968,CA,USF,LNF,0,,,14,,,200.7339783,,1,19,4191.662979,812341.6106,,,,,,,,,,,,,,,,,,,,,,,
1911, ,969,CA,USF,LNF,0,,,14,,,583.5289917,,1,20,6461.421932,2361458.045,,,,,,,,,,,,,,,,,,,,,,,
1911, ,1592,CA,USF,TNF,0,,,14, ,,425.8173523,,1,6,6057.230594,1723221.718,,,,,,,,,,,,,,,,,,,,,,,
1911, ,1862,CA,USF,SNF,0,,,14,,,39.4244232,,1,21,1580.406664,159544.973,,,,,,,,,,,,,,,,,,,,,,,
1911, ,1863,CA,USF,SNF,0,,,14,,,43.3254471,,1,22,1656.426038,175331.8662,,,,,,,,,,,,,,,,,,,,,,,
1911, ,1864,CA,USF,SNF,0,,,14,,,95.561676,,1,23,2346.857316,386724.3974,,,,,,,,,,,,,,,,,,,,,,,
1911, ,1865,CA,USF,SNF,0,,,1,,,42.6140366,,1,24,1601.473369,172452.8881,,,,,,,,,,,,,,,,,,,,,,,
1911, ,1866,CA,USF,SNF,0,,,14,,,103.0648499,,1,25,2794.609197,417088.6545,,,,,,,,,,,,,,,,,,,,,,,
1911, ,1867,CA,USF,LNF,0,,,14,,,703.3411255,,1,21,7970.455081,2846320.607,,,,,,,,,,,,,,,,,,,,,,,
1911, ,1868,CA,USF,LNF,0,,,14,,,169.5704803,,1,22,3950.2359,686227.3865,,,,,,,,,,,,,,,,,,,,,,,
1911, ,1869,CA,USF,LNF,0,,,14,,,1252.616577,,1,23,10363.47759,5069159.481,,,,,,,,,,,,,,,,,,,,,,,
1911, ,2037,CA,USF,BDF,0,,,14,,,80.5142136,,1,0,2089.947221,325829.4598,,,,,,,,,,,,,,,,,,,,,,,
1911, ,2038,CA,USF,BDF,0,,,14,,,39.7796326,,1,0,1509.762293,160982.4666,,,,,,,,,,,,,,,,,,,,,,,
1911, ,2039,CA,CCO,LAC,0,,,14,,,193.4285126,,1,0,3884.811949,782777.4419,,,,,,,,,,,,,,,,,,,,,,,
1911, ,2040,CA,CCO,LAC,0,,,14,,,514.545105,,1,0,5247.789757,2082290.136,,,,,,,,,,,,,,,,,,,,,,,
1911, ,2041,CA,CCO,LAC,0,,,14,,,281.6094971,,1,0,4011.304482,1139633.164,,,,,,,,,,,,,,,,,,,,,,,
1911, ,2042,CA,CCO,LAC,0,,,14,,,237.7940521,,1,0,3624.343666,962318.3728,,,,,,,,,,,,,,,,,,,,,,,
1911, ,2043,CA,CCO,LAC,0,,,14,,,245.852478,,1,0,3796.972824,994929.6806,,,,,,,,,,,,,,,,,,,,,,,
1911, ,2331,CA,USF,SRF,0,8/17/1911 0:00,,14,,,9.9574633,,1,301002,712.5102282,40296.42492,,,,,,,,,,,,,,,,,,,,,,,
1911, ,2332,CA,USF,SRF,0,9/13/1911 0:00,,14,,,3.4852862,,1,400769,421.5366564,14104.45289,,,,,,,,,,,,,,,,,,,,,,,
1911, ,2333,CA,USF,SRF,0,11/28/1911 0:00,,14,,,4.4811425,,1,400773,477.9808487,18134.54042,,,,,,,,,,,,,,,,,,,,,,,
1911, ,2334,CA,USF,SRF,0,10/17/1911 0:00,,14,,,9.9580193,,1,400824,712.5290717,40298.67593,,,,,,,,,,,,,,,,,,,,,,,
1911, ,2335,CA,USF,SRF,0,8/15/1911 0:00,,14,,,44.8096886,,1,400850,1511.478788,181338.371,,,,,,,,,,,,,,,,,,,,,,,
1911, ,2398,CA,USF,CNF,0,,,14,,,405.4641418,,1,36,5150.829654,1640855.135,,,,,,,,,,,,,,,,,,,,,,,
1911, ,2399,CA,USF,CNF,0,,,14,,,542.395752,,1,27,5776.115236,2194997.808,,,,,,,,,,,,,,,,,,,,,,,
1911, ,2400,CA,USF,CNF,0,,,9,,,119.055275,,1,20,2889.771207,481799.5915,,,,,,,,,,,,,,,,,,,,,,,
1911, ,2401,CA,USF,CNF,0,,,9,,,1263.105957,,1,15,14876.70721,5111608.231,,,,,,,,,,,,,,,,,,,,,,,
1911, ,2402,CA,USF,CNF,0,,,14,,,995.7548828,,1,30,9191.401099,4029677.058,,,,,,,,,,,,,,,,,,,,,,,
1911, ,2403,CA,USF,CNF,0,,,9,,,10394.00781,,1,32,40178.7659,42063057.34,,,,,,,,,,,,,,,,,,,,,,,
1911, ,2404,CA,USF,CNF,0,,,9,,,111.3465042,,1,21,2840.423486,450603.3037,,,,,,,,,,,,,,,,,,,,,,,
1911, ,2405,CA,USF,CNF,0,,,14,,,350.3345337,,1,37,5064.587055,1417753.583,,,,,,,,,,,,,,,,,,,,,,,
1911, ,2406,CA,USF,CNF,0,,,9,,,145.532196,,1,13,3777.462882,588947.9307,,,,,,,,,,,,,,,,,,,,,,,
1911, ,2407,CA,USF,CNF,0,,,9,,,421.4886475,,1,14,7925.718181,1705704.028,,,,,,,,,,,,,,,,,,,,,,,
1911, ,2408,CA,USF,CNF,0,,,14,,,2536.769043,,1,22,13804.42004,10265939.68,,,,,,,,,,,,,,,,,,,,,,,
1911, ,2409,CA,USF,CNF,0,,,9,,,94.0064926,,1,28,3094.914672,380430.789,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3145,CA,USF,BDF,0,,,14,,,107.4050827,,1,0,2536.271579,434652.9442,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3146,CA,USF,BDF,0,,,14,,,12.7237463,,1,0,845.9266709,51491.17479,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3147,CA,USF,BDF,0,,,14,,,17062.04102,,1,0,56346.53922,69047626.69,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3148,CA,USF,BDF,0,,,14,,,27.8880634,,1,0,1245.876955,112858.99,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3149,CA,USF,BDF,0,,,14,,,30.9914532,,1,0,1314.071759,125417.96,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3157,CA,CCO,LAC,0,,,14,,,148.4616547,,1,0,2883.908313,600803.0241,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3158,CA,CCO,LAC,0,,,14,,,488.8959351,,1,0,5428.018853,1978491.609,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3159,CA,CCO,LAC,0,,,14,,,28.3968315,,1,0,1338.658067,114917.8983,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3160,CA,CCO,LAC,0,,,14,,,323.695343,,1,0,5673.608268,1309948.598,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3161,CA,CCO,LAC,0,,,14,,,102.5156784,,1,0,2977.349816,414866.2351,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3162,CA,CCO,LAC,0,9/26/1911 0:00,,14,,,105.4599304,,1,0,2623.862844,426781.2026,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3163,CA,CCO,LAC,0,,,14,,,193.7548523,,1,0,3517.998312,784098.0767,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3164,CA,CCO,LAC,0,,,14,,,15096.0166,,1,0,30767.17921,61091410.08,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3360,CA,USF,SNF,0,,,14,,,878.5687866,,1,3,8963.529179,3555441.678,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3361,CA,USF,SNF,0,,,14,,,519.2207642,,1,4,6417.811333,2101211.833,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3362,CA,USF,SNF,0,,,9,,,337.3226929,,1,5,5202.890707,1365096.468,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3363,CA,USF,SNF,0,,,9,,,1171.552002,,1,6,10126.02107,4741102.906,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3364,CA,USF,SNF,0,,,14,,,3294.722656,,1,9,17018.0931,13333269.89,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3365,CA,USF,SNF,0,,,14,,,1206.440186,,1,10,8618.267164,4882289.99,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3366,CA,USF,SNF,0,,,1,,,325.8334351,,1,11,4884.675014,1318601.156,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3367,CA,USF,SNF,0,,,14,,,23.6354465,,1,12,1237.3857,95649.26011,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3368,CA,USF,SNF,0,,,14,,,57.6056824,,1,13,1934.168086,233121.9189,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3369,CA,USF,SNF,0,,,14,,,101.8611755,,1,14,2547.835087,412217.5493,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3370,CA,USF,SNF,0,,,14,,,87.1839142,,1,15,2488.527229,352820.7794,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3371,CA,USF,SNF,0,,,14,,,44.8233109,,1,16,1657.455111,181393.4968,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3372,CA,USF,SNF,0,,,14,,,63.3707085,,1,17,1908.182275,256452.1562,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3373,CA,USF,SNF,0,,,9,,,43.8109665,,1,18,1613.590161,177296.6898,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3451,CA,USF,LNF,0,,,14,,,3418.459473,,1,4,15240.52859,13834014.24,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3452,CA,USF,SQF,0,,,9,,,277.0566711,,1,1,5186.393168,1121208.557,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3453,CA,USF,SQF,0,,,1,,,36.853611,,1,2,1619.404383,149141.2782,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3454,CA,USF,SQF,0,,,1,,,156.6529541,,1,3,3165.848299,633951.9928,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3455,CA,USF,CNF,0,,,14,,,4819.900879,,1,33,20498.78334,19505446.09,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3456,CA,USF,CNF,0,,,9,,,1601.925171,,1,18,14001.46278,6482761.3,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3457,CA,USF,CNF,0,,,14,,,1131.296021,,1,35,16828.90813,4578192.449,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3458,CA,USF,CNF,0,,,14,,,293.447998,,1,34,4919.372454,1187541.924,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3465,CA,USF,SRF,0,7/20/1911 0:00,,14,,,14.9365454,,1,301000,872.6522786,60446.05505,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3646,CA,USF,LPF,0,,,14,,,484.7865906,,1,204,5661.466344,1961861.694,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3647,CA,USF,BDF,0,,,14,,,355.7511597,,1,0,4401.884924,1439673.896,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3648,CA,USF,LPF,0,,,14,,,3215.149658,,1,201,15674.09963,13011248.79,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3649,CA,USF,LPF,0,,,14,,,3374.427246,,1,203,24400.78521,13655822.26,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3650,CA,USF,CNF,0,,,9,,,7307.470215,,1,31,62367.80826,29572282.36,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3651,CA,USF,CNF,0,,,14,,,480.2918091,,1,29,5705.771405,1943672.007,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3652,CA,USF,CNF,0,,,1,,,1057.779785,,1,12,10242.60089,4280683.112,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3653,CA,USF,CNF,0,,,9,,,3000.390381,,1,16,21135.3913,12142149.53,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3654,CA,USF,CNF,0,,,9,,,45.944088,,1,17,1788.787294,185929.1347,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3655,CA,USF,CNF,0,,,9,,,577.0340576,,1,25,11389.36635,2335173.952,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3656,CA,USF,CNF,0,,,9,,,51.5796738,,1,19,2162.419653,208735.5405,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3657,CA,USF,CNF,0,,,9,,,289.7922974,,1,24,8632.451358,1172747.787,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3658,CA,USF,CNF,0,,,9,,,98.130867,,1,23,2717.364752,397121.5296,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3659,CA,USF,BDF,0,,,14,,,7249.509277,,1,0,23190.63782,29337722.47,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3660,CA,USF,BDF,0,,,14,,,858.5613403,,1,0,8800.484409,3474474.431,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3661,CA,USF,BDF,0,,,14,,,112.8745956,,1,0,2776.031402,456787.2962,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3662,CA,USF,BDF,0,,,14,,,34.5349846,,1,0,1462.145455,139758.1267,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3663,CA,USF,BDF,0,,,14,,,13.1805754,,1,0,858.1475949,53339.8949,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3664,CA,USF,BDF,0,,,14,,,11.847147,,1,0,811.2073754,47943.70241,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3665,CA,USF,BDF,0,,,14,,,9.7149935,,1,0,741.0557024,39315.18183,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3666,CA,USF,BDF,0,,,14,,,11.291338,,1,0,818.1589157,45694.42523,,,,,,,,,,,,,,,,,,,,,,,
1911, ,3667,CA,USF,TNF,0,,,14, ,,379.8261414,,1,5,7733.920708,1537101.806,,,,,,,,,,,,,,,,,,,,,,,
1911, ,4084,CA,USF,SNF,0,,,1,,,77.4444046,,1,19,2251.165016,313406.3987,,,,,,,,,,,,,,,,,,,,,,,
1911, ,4085,CA,USF,SNF,0,,,14,,,67.1840439,,1,20,2237.014478,271884.1743,,,,,,,,,,,,,,,,,,,,,,,
1911, ,4441,CA,CCO,LAC,0,,,14,,,145.8028107,,1,0,2900.817082,590043.0328,,,,,,,,,,,,,,,,,,,,,,,
1911, ,5120,CA,USF,TNF,0,,,14, ,,112.6717453,,1,3,2681.412607,455966.374,,,,,,,,,,,,,,,,,,,,,,,
1911, ,5121,CA,USF,TNF,0,,,9, ,,242.2937012,,1,4,4364.916084,980527.8483,,,,,,,,,,,,,,,,,,,,,,,
1911, ,5122,CA,USF,TNF,0,,,14, ,,1267.081055,,1,7,9968.658712,5127694.887,,,,,,,,,,,,,,,,,,,,,,,
1911, ,6834,CA,USF,TNF,0,,,14, ,,249.8150482,,1,2,4941.888222,1010965.605,,,,,,,,,,,,,,,,,,,,,,,
1911, ,9811,CA,USF,TNF,0,,,14, ,,163.4427643,,1,1,3459.817556,661429.3905,,,,,,,,,,,,,,,,,,,,,,,
1911, ,10377,CA,USF,ANF,0,,,14,"S.Imsand,Saugus,4N15W-19+4N16W-24,displaced+bigger cf.230-AFA 1911-1930 Saugus *",410,409.5239563,,1,0,4667.573334,1657284.661,,,,,,,,,,,,,,,,,,,,,,,
1911, ,10379,CA,USF,ANF,0,,,14,"S.Imsand,Saugus,4N15W-11,14,SE side of Mint Cyn-AFA 1911-1930 Saugus map 1:2564*",208,208.0836182,,1,0,3445.515207,842084.4988,,,,,,,,,,,,,,,,,,,,,,,
1911, ,10380,CA,USF,ANF,0,,,14,"S.Imsand,Saugus,4N14W-18,19,SE jn Soledad & Tick Cyn-AFA 1906-1930 Cum map 1:12*",257,257.0369263,,1,0,4289.974926,1040191.567,,,,,,,,,,,,,,,,,,,,,,,
1911, ,11067,CA,USF,ANF,0,,,14,"S.Imsand,Saugus,5N16W-7, WofDryGulch jn Eliz.Lk.Cyn- AFA 1911-1930 Saugus map 1*",136,135.9391632,,1,0,2868.417233,550126.2638,,,,,,,,,,,,,,,,,,,,,,,
1911, ,11068,CA,USF,ANF,0,,,14,"S.Imsand,Saugus,5N16W-11,12,SsideSanFran'to,nowDrinkwtr- AFA 1911-1930 Saugus m*",127,127.0636063,,1,0,2665.931701,514208.18,,,,,,,,,,,,,,,,,,,,,,,
1911, ,11069,CA,USF,ANF,0,,,14,"S.Imsand,Saugus,5N15W-6,SE San Francisquito powerhouse- AFA 1911-1930 Saugus ma*",158,157.9261169,,1,0,3198.053437,639104.3436,,,,,,,,,,,,,,,,,,,,,,,
1911, ,11072,CA,USF,ANF,0,,,14,"S.Imsand,Saugus,5N14W-7,18,N end Texas Cyn- AFA 1911-1930 Saugus map 1:256400",248,247.8353882,,1,0,3861.189552,1002954.242,,,,,,,,,,,,,,,,,,,,,,,
1911, ,11578,CA,USF,TNF,0,,,14, ,,380.7536926,8,1,5,7725.232205,1540855.553,,,,,,,,,,,,,,,,,,,,,,,
1911, ,11632,CA,USF,ANF,0,,,14,"S.Imsand,Baldy,2N 10W-24,NE Bear Ck jn W.Fk.SanGabrielRiv- AFA 1911-1924Angeles*",134,133.9751129,,1,0,2920.758293,542178.0669,,,,,,,,,,,,,,,,,,,,,,,
1911, ,11634,CA,USF,ANF,0,,,14,"S.Imsand,Baldy,1N 9W-23,24,N of San Antonio Dam- AFA 1911-1924ANF+T maps 1:95040",200,349.3938293,,1,0,4559.160049,1413946.622,,,,,,,,,,,,,,,,,,,,,,,
1911, ,12032,CA,USF,ANF,0,,,14,"S.Imsand,Saugus,5N16W-25,26, E of Dry Cyn Reservoir,#228?-AFA 1911-1930 Saugus *",206,206.4271393,,1,0,3361.178352,835380.9691,,,,,,,,,,,,,,,,,,,,,,,
1911, ,12033,CA,USF,ANF,0,,,14,"S.Imsand,Saugus,5N16W-26,27, W of Dry Cyn Reservoir,#228?-AFA 1911-30 Saugus+T *",354,354.329834,,1,0,4842.715415,1433921.994,,,,,,,,,,,,,,,,,,,,,,,
1911, ,12036,CA,USF,ANF,0,,,14,"S.Imsand,Saugus,4N16W-2,E side San Francisquito Cyn-AFA 1911-1930 Saugus map 1:*",137,136.7619324,,1,0,2959.268006,553455.9195,,,,,,,,,,,,,,,,,,,,,,,
1911, ,13302,CA,USF,ANF,0,,,14,"S.Imsand,Saugus,5N16W-3, SsideDryGulch,WsideCharlieCyn- AFA 1911-1930 Saugus ma*",226,226.1172028,,1,0,3614.453639,915063.8234,,,,,,,,,,,,,,,,,,,,,,,
1911, ,13307,CA,USF,ANF,0,,,14,"S.Imsand,Tujunga,3N15W-20,29,Sombrero Cyn & W-AFA 1911-1924Angeles map 1:95040",746,745.7266235,,1,0,8122.080097,3017848.673,,,,,,,,,,,,,,,,,,,,,,,
1911, ,14092,CA,USF,ANF,0,,,14,"S.Imsand,Saugus,5N14W-29,30, Tick Cyn, mostly E- AFA 1906-1930 Cum map 1:126720",263,262.6411438,,1,0,4269.117726,1062870.992,,,,,,,,,,,,,,,,,,,,,,,
1911, ,14093,CA,USF,ANF,0,,,14,"S.Imsand,Saugus,5N15W-26, W side Vasquez Cyn- AFA 1911-1930 Saugus map 1:256400",179,179.2058868,,1,0,3226.321319,725220.4982,,,,,,,,,,,,,,,,,,,,,,,
1911, ,14097,CA,USF,ANF,0,,,14,"S.Imsand,Saugus,5N15W-27, S of TexasCyn, 1 mi E of Bouquet- AFA 1906-1930 Cum m*",110,109.7206116,,1,0,3156.352922,444023.548,,,,,,,,,,,,,,,,,,,,,,,
1911, ,15478,CA,USF,ANF,0,,,14,"S.Imsand,Saugus,4N16W-35,36, N Newhall-AFA 1911-1930 Saugus map 1:256400",138,137.6516418,,1,0,2867.275022,557056.4288,,,,,,,,,,,,,,,,,,,,,,,
1911, ,15529,CA,USF,ANF,0,,,14,"S.Imsand,Saugus,7N15W-4, N end Bleich Cyn- AFA 1911-1930 Saugus map 1:256400",91,91.0046082,,1,0,2266.058299,368282.5923,,,,,,,,,,,,,,,,,,,,,,,
1911, ,15545,CA,USF,ANF,0,,,14," S Imsand,Baldy, 1N 8W-13,S ofStoddard Cyn jn San Antonio Ck-AFA 1906-30 Cum+T *",175,269.0462952,,1,0,4081.887191,1088791.782,,,,,,,,,,,,,,,,,,,,,,,
1911, ,15587,CA,USF,ANF,0,,,14," S Imsand,  Tujunga, 2N 14W-4, SE jn Little T,YerbaB Rds-AFA 1911-1920 Trans ma*",195,216.3045349,,1,0,3628.566421,875353.4237,,,,,,,,,,,,,,,,,,,,,,,
1911, ,15685,CA,USF,ANF,0,,,14,"S.Imsand,Saugus,6N17W-18,N of Oak Flat area- AFA 1911-1930 Saugus map 1:256400",607,606.772522,,1,0,5856.100449,2455521.377,,,,,,,,,,,,,,,,,,,,,,,
1911, ,15686,CA,USF,ANF,0,,,14,"S.Imsand,Saugus,5N16W-5, NW Eliz.Lk.Cyn(nowNECastaicLk)- AFA 1911-1930 Saugus m*",206,206.3625336,,1,0,3951.459033,835119.5637,,,,,,,,,,,,,,,,,,,,,,,
1911, ,15697,CA,USF,STF,,,,14,20090305,0,270.1384277,8,1,92,4483.215488,1093211.424,,,,,,,,,,,,,,,,,,,,,,,
1911, ,15698,CA,USF,STF,,,,14,20090305,0,237.7090607,8,1,166,4280.845124,961974.4582,,,,,,,,,,,,,,,,,,,,,,,
1911, ,15699,CA,USF,STF,,,,14,20090305,0,277.3610535,8,1,169,4758.037273,1122440.406,,,,,,,,,,,,,,,,,,,,,,,
1911, ,15700,CA,USF,STF,,,,14,20090305,0,1270.772583,8,1,181,10078.65029,5142633.988,,,,,,,,,,,,,,,,,,,,,,,
1911, ,15701,CA,USF,STF,,,,14,20090305,0,231.9354248,8,1,211,3820.275863,938609.34,,,,,,,,,,,,,,,,,,,,,,,
1911, ,15702,CA,USF,STF,,,,14,20090305,0,190.5227814,8,1,573,3717.964929,771018.3296,,,,,,,,,,,,,,,,,,,,,,,
1911, ,15703,CA,USF,STF,,,,14,20090305,0,135.977951,8,1,321,3069.979274,550283.2452,,,,,,,,,,,,,,,,,,,,,,,
1911,BLUFF CREEK,2044,CA,USF,SRF,0,8/30/1911 0:00,,7,,,1372.695923,,1,200012,9337.143603,5555103.07,,,,,,,,,,,,,,,,,,,,,,,
1911,BOISE CREEK,3459,CA,USF,SRF,0,7/25/1911 0:00,,1,,,19.9162121,,1,200005,1007.673187,80598.04814,,,,,,,,,,,,,,,,,,,,,,,
1911,CHEENITCH GULCH,3461,CA,USF,SRF,0,8/3/1911 0:00,,14,,,11.9490643,,1,200007,780.5181579,48356.14819,,,,,,,,,,,,,,,,,,,,,,,
1911,N/A,3484,CA,USF,SRF,0,8/22/1911 0:00,,14,,,258.895874,,1,8,3633.119791,1047714.462,,,,,,,,,,,,,,,,,,,,,,,
1911,NONAME,3483,CA,USF,MDF,0,7/7/1911 0:00,,9,,,131.7615204,,1,26,3309.199386,533219.9623,,,,,,,,,,,,,,,,,,,,,,,
1911,ORCUTT FLAT,4036,CA,USF,SRF,0,7/18/1911 0:00,,7,,,94.5987854,,1,200003,2196.133996,382827.7111,,,,,,,,,,,,,,,,,,,,,,,
1911,PEARCH CREEK,3462,CA,USF,SRF,0,8/6/1911 0:00,,7,,,398.3174133,,1,200008,4506.411698,1611933.333,,,,,,,,,,,,,,,,,,,,,,,
1911,PRIGMORE FLAT,4037,CA,USF,SRF,0,7/19/1911 0:00,,7,,,14.9366503,,1,200004,872.6565141,60446.4785,,,,,,,,,,,,,,,,,,,,,,,
1911,RED CAP CREEK,3463,CA,USF,SRF,0,8/15/1911 0:00,,4,,,9.9578962,,1,200010,712.5250041,40298.17715,,,,,,,,,,,,,,,,,,,,,,,
1911,ULLATHORNE 1,3485,CA,USF,SRF,0,7/12/1911 0:00,,14,,,14.936574,,1,200000,872.6534856,60446.16967,,,,,,,,,,,,,,,,,,,,,,,
1911,ULLATHORNE CREEK,3464,CA,USF,SRF,0,8/26/1911 0:00,,7,,,9.9575357,,1,200011,712.5118864,40296.71639,,,,,,,,,,,,,,,,,,,,,,,
1911,ULLATHORNE CREEK 2,3486,CA,USF,SRF,0,7/13/1911 0:00,,14,,,69.7031097,,1,200002,1885.133948,282078.4742,,,,,,,,,,,,,,,,,,,,,,,
1911,WILDER CREEK,3460,CA,USF,SRF,0,7/31/1911 0:00,,7,,,15.9323044,,1,200006,901.2716885,64475.74803,,,,,,,,,,,,,,,,,,,,,,,
